;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000007477;Edn3;30.9310329;0.636370063;-0.652062126;0.328268891;-1.986365882;0.046992712;0.999879841;endothelin 3;;;
ENSRNOG00000007654;Lrig3;154.3556375;0.730740576;-0.452568777;0.205432284;-2.203007084;0.027594249;0.999879841;leucine-rich repeats and immunoglobulin-like domains 3;;;
ENSRNOG00000007668;Mafa;3.020693031;0.221648171;-2.173656636;0.863810722;-2.516357556;0.011857482;0.999879841;MAF bZIP transcription factor A;;;
ENSRNOG00000007735;Pigm;1191.372528;0.863590917;-0.211580025;0.094793474;-2.232010449;0.025614272;0.999879841;phosphatidylinositol glycan anchor biosynthesis; class M;;
ENSRNOG00000007740;Tacstd2;3.578866276;3.400339153;1.765678649;0.803692132;2.196958984;0.028023376;0.999879841;tumor-associated calcium signal transducer 2;;;
ENSRNOG00000007792;Gcc1;615.4834884;0.843122514;-0.246185811;0.103489643;-2.378844923;0.01736698;0.999879841;GRIP and coiled-coil domain containing 1;;;
ENSRNOG00000007830;Apold1;500.1152998;0.505207318;-0.985052558;0.428938671;-2.296488112;0.021647988;0.999879841;apolipoprotein L domain containing 1;;;
ENSRNOG00000007859;Cep83;2884.82053;1.169532874;0.225932415;0.094252073;2.397108183;0.016525044;0.999879841;centrosomal protein 83;;;
ENSRNOG00000007864;Vrk2;126.1681357;0.798956129;-0.323811809;0.146159599;-2.215467283;0.026728008;0.999879841;VRK serine/threonine kinase 2;;;
ENSRNOG00000007887;Elk4;2514.953048;0.910234542;-0.135689759;0.062113566;-2.184543038;0.028922368;0.999879841;ETS transcription factor ELK4;;;
ENSRNOG00000008025;Bend5;4792.918983;1.182903578;0.24233248;0.113470029;2.135651884;0.032707799;0.999879841;BEN domain containing 5;;;
ENSRNOG00000008048;Plscr1;31.17648918;0.559054075;-0.83894026;0.337176538;-2.488133561;0.01284155;0.999879841;phospholipid scramblase 1;;;
ENSRNOG00000008055;Ccne2;272.0200749;0.8029131;-0.316684243;0.156007154;-2.029934104;0.042363238;0.999879841;cyclin E2;;;
ENSRNOG00000008133;Mfng;101.3341497;0.693247961;-0.528556627;0.239511632;-2.206809845;0.027327347;0.999879841;MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase;;;
ENSRNOG00000008178;Nxn;771.7005988;0.835398981;-0.259462711;0.123085622;-2.107985534;0.035032241;0.999879841;nucleoredoxin;;;
ENSRNOG00000008214;Fbxo9;4714.788297;1.081201202;0.112635021;0.047440107;2.374257322;0.017584291;0.999879841;f-box protein 9;;;
ENSRNOG00000008237;Unc13b;4130.112526;1.182649985;0.242023159;0.115484877;2.095713019;0.036107656;0.999879841;unc-13 homolog B;;;
ENSRNOG00000008297;Oser1;580.2447489;0.882849092;-0.179761241;0.084619102;-2.124357706;0.033640244;0.999879841;oxidative stress responsive serine-rich 1;;;
ENSRNOG00000008409;Myo1f;222.8516397;0.783514562;-0.351968006;0.147088548;-2.392898773;0.016715852;0.999879841;myosin IF;;;
ENSRNOG00000008487;Amotl2;909.219558;0.851834849;-0.231354343;0.093046304;-2.486443126;0.012902719;0.999879841;angiomotin like 2;;;
ENSRNOG00000008517;Cdc42ep1;477.1733761;0.67708234;-0.562596804;0.265642383;-2.117872902;0.034185833;0.999879841;CDC42 effector protein 1;;;
ENSRNOG00000008560;Ccdc30;3032.929986;1.272984115;0.348214417;0.129828895;2.682102598;0.007316102;0.999879841;coiled-coil domain containing 30;;;
ENSRNOG00000008619;Agtrap;347.8829372;0.834477363;-0.26105518;0.124526344;-2.096385172;0.036048037;0.999879841;angiotensin II receptor-associated protein;;;
ENSRNOG00000008678;Antxr1;1619.9578;1.351849674;0.434934732;0.201932604;2.153860862;0.031251085;0.999879841;ANTXR cell adhesion molecule 1;;;
ENSRNOG00000008728;Unc79;5870.061713;1.177843228;0.236147528;0.083881665;2.815246069;0.00487399;0.999879841;unc-79 homolog; NALCN channel complex subunit;;
ENSRNOG00000008748;Pex2;1615.666537;0.892866926;-0.163482924;0.074632262;-2.190512784;0.028487069;0.999879841;peroxisomal biogenesis factor 2;;;
ENSRNOG00000008806;Clip4;819.6503577;1.188414778;0.24903845;0.116870205;2.130897681;0.033097572;0.999879841;CAP-GLY domain containing linker protein family; member 4;;
ENSRNOG00000008855;Gjb2;403.7603803;0.707459616;-0.499280298;0.234068407;-2.133052916;0.032920386;0.999879841;gap junction protein; beta 2;;
ENSRNOG00000008947;Cpz;16.72940717;0.244460464;-2.032326937;0.691606052;-2.93856153;0.003297392;0.999879841;carboxypeptidase Z;;;
ENSRNOG00000008978;Trmt12;257.9262308;0.816490974;-0.292491158;0.118714045;-2.463829432;0.013746151;0.999879841;tRNA methyltransferase 12;;;
ENSRNOG00000009000;Foxj2;1760.651336;1.156017179;0.209162837;0.089384679;2.340030088;0.019282186;0.999879841;forkhead box J2;;;
ENSRNOG00000009058;Spata21;7.687813321;2.901280919;1.536689992;0.626573501;2.452529497;0.014185575;0.999879841;spermatogenesis associated 21;;;
ENSRNOG00000009068;Phlda3;194.4619389;0.738174324;-0.437966538;0.223237552;-1.961885592;0.049775806;0.999879841;pleckstrin homology-like domain; family A; member 3;
ENSRNOG00000009175;Jagn1;736.8766175;0.887119834;-0.172799094;0.083755095;-2.063147248;0.03909864;0.999879841;jagunal homolog 1;;;
ENSRNOG00000009220;Tmem17;363.639148;0.865266728;-0.208783167;0.101414882;-2.058703451;0.039522655;0.999879841;transmembrane protein 17;;;
ENSRNOG00000009430;Gnl2;2232.254146;1.145090953;0.195462194;0.094787928;2.06210008;0.039198209;0.999879841;G protein nucleolar 2;;;
ENSRNOG00000009491;Phc3;2473.777676;1.140915597;0.190192067;0.096271683;1.975576432;0.04820277;0.999879841;polyhomeotic homolog 3;;;
ENSRNOG00000009565;Pdk4;246.5481048;0.719730845;-0.474470607;0.197703169;-2.399914013;0.016398924;0.999879841;pyruvate dehydrogenase kinase 4;;;
ENSRNOG00000009781;Dync1i2;8572.064893;1.097964844;0.134831861;0.062797854;2.147077526;0.03178711;0.999879841;dynein cytoplasmic 1 intermediate chain 2;;;
ENSRNOG00000009867;Tgfb3;273.8843775;1.146223753;0.196888698;0.100378884;1.961455345;0.049825929;0.999879841;transforming growth factor; beta 3;;
ENSRNOG00000009873;Ints6;1667.01029;1.160528701;0.214782203;0.101167445;2.123036737;0.033750774;0.999879841;integrator complex subunit 6;;;
ENSRNOG00000009878;Crtap;161.429679;0.839500084;-0.252397626;0.12795007;-1.972625923;0.048538197;0.999879841;cartilage associated protein;;;
ENSRNOG00000009972;Rara;430.4240443;1.206916408;0.271325757;0.137859277;1.968135644;0.049052433;0.999879841;retinoic acid receptor; alpha;;
ENSRNOG00000010002;Stpg3;49.86815424;1.340008139;0.422241763;0.189662972;2.226274104;0.025995827;0.999879841;sperm-tail PG-rich repeat containing 3;;;
ENSRNOG00000010208;Timp1;40.21684638;0.614222585;-0.703166533;0.318107612;-2.210467485;0.027072735;0.999879841;TIMP metallopeptidase inhibitor 1;;;
ENSRNOG00000010253;Cd163;99.68759904;0.568584289;-0.814553859;0.302827209;-2.68983049;0.007148832;0.999879841;CD163 molecule;;;
ENSRNOG00000010266;Cd180;349.0881267;0.757721318;-0.400260756;0.157655489;-2.53883172;0.011122331;0.999879841;CD180 molecule;;;
ENSRNOG00000010267;Klhdc10;1578.717634;1.090040433;0.124381649;0.058536087;2.124871263;0.033597356;0.999879841;kelch domain containing 10;;;
ENSRNOG00000010415;Atxn7l1;3470.402268;1.108330155;0.148387703;0.071772721;2.067466598;0.038690208;0.999879841;ataxin 7-like 1;;;
ENSRNOG00000010461;Gpx8;480.8645563;0.810443088;-0.303217216;0.107284069;-2.826302348;0.004708879;0.999879841;glutathione peroxidase 8;;;
ENSRNOG00000010486;Mpp4;135.4553819;1.420112005;0.50600472;0.176642865;2.864563599;0.004175843;0.999879841;MAGUK p55 scaffold protein 4;;;
ENSRNOG00000010522;Tlr4;112.0338655;0.746946714;-0.420922768;0.208715862;-2.016726294;0.043724084;0.999879841;toll-like receptor 4;;;
ENSRNOG00000010529;Thbs2;112.5701;0.587319629;-0.76778224;0.346743496;-2.214265731;0.026810505;0.999879841;thrombospondin 2;;;
ENSRNOG00000010558;Ppif;511.4388631;1.130836901;0.177390867;0.08767452;2.02328871;0.04304339;0.999879841;peptidylprolyl isomerase F;;;
ENSRNOG00000010572;Pus7;827.2153331;1.174134578;0.231597778;0.113213873;2.045666066;0.040789237;0.999879841;pseudouridine synthase 7;;;
ENSRNOG00000010643;Kank2;625.9905646;0.758925473;-0.397969876;0.17327403;-2.296765854;0.02163213;0.999879841;KN motif and ankyrin repeat domains 2;;;
ENSRNOG00000010685;Tbx18;116.5855399;0.547897627;-0.868021741;0.404212228;-2.147440578;0.031758223;0.999879841;T-box transcription factor 18;;;
ENSRNOG00000010718;Gpr153;506.4170156;0.805567673;-0.311922304;0.145324406;-2.146386237;0.031842176;0.999879841;G protein-coupled receptor 153;;;
ENSRNOG00000010744;Nrp1;2240.192782;1.161974385;0.216578266;0.10268408;2.109170835;0.034929838;0.999879841;neuropilin 1;;;
ENSRNOG00000010753;Aig1;2520.05659;1.132267802;0.179215222;0.077695009;2.306650376;0.021074319;0.999879841;androgen-induced 1;;;
ENSRNOG00000010812;Osbpl6;3920.238278;1.196407618;0.258709002;0.094158588;2.74758795;0.006003541;0.999879841;oxysterol binding protein-like 6;;;
ENSRNOG00000010824;Parp8;1681.366715;1.134067756;0.181506839;0.092189175;1.968851977;0.048970092;0.999879841;poly (ADP-ribose) polymerase family; member 8;;
ENSRNOG00000010841;Col8a2;70.54461574;0.368114596;-1.44177314;0.644979511;-2.235378203;0.02539253;0.999879841;collagen type VIII alpha 2 chain;;;
ENSRNOG00000010866;Tmem154;27.357606;0.627580365;-0.672127878;0.329713803;-2.038519083;0.041498048;0.999879841;transmembrane protein 154;;;
ENSRNOG00000010911;Tmem108;3052.351451;1.193814674;0.255578892;0.115534538;2.212142771;0.026956802;0.999879841;transmembrane protein 108;;;
ENSRNOG00000010951;Cmtm6;568.9532058;0.852787294;-0.229742152;0.096973493;-2.369123202;0.017830313;0.999879841;CKLF-like MARVEL transmembrane domain containing 6;;;
ENSRNOG00000010999;Cep295;1030.853544;1.167843927;0.223847482;0.112834382;1.983858814;0.047271581;0.999879841;centrosomal protein 295;;;
ENSRNOG00000011161;Slc2a12;176.3088258;0.672305539;-0.572811059;0.263508344;-2.173787176;0.029721122;0.999879841;solute carrier family 2 member 12;;;
ENSRNOG00000011184;Slc13a4;413.041577;0.450047652;-1.151850328;0.468233392;-2.459991852;0.013894017;0.999879841;solute carrier family 13 member 4;;;
ENSRNOG00000011250;Inmt;4.550982548;0.166484708;-2.586538429;1.038480511;-2.490695205;0.012749344;0.999879841;indolethylamine N-methyltransferase;;;
ENSRNOG00000011292;Col1a2;544.6348095;0.347471096;-1.525035122;0.610748759;-2.496992584;0.012525158;0.999879841;collagen type I alpha 2 chain;;;
ENSRNOG00000011334;Tmem63c;2922.730701;1.160465262;0.214703337;0.106318635;2.019432777;0.043442258;0.999879841;transmembrane protein 63c;;;
ENSRNOG00000011348;Snx14;3245.693835;1.158653522;0.212449214;0.08636948;2.459771838;0.013902537;0.999879841;sorting nexin 14;;;
ENSRNOG00000011398;Trmt61a;476.9960872;0.795010798;-0.330953639;0.160867392;-2.057307174;0.039656688;0.999879841;tRNA methyltransferase 61A;;;
ENSRNOG00000011411;Adgrg6;422.3485174;0.640919543;-0.641784833;0.318372846;-2.015827799;0.043817986;0.999879841;adhesion G protein-coupled receptor G6;;;
ENSRNOG00000011420;Mtmr7;4155.813787;1.120562694;0.164223368;0.074178217;2.213902888;0.02683546;0.999879841;myotubularin related protein 7;;;
ENSRNOG00000011440;Ccdc39;1312.912715;1.15733131;0.210801924;0.098481047;2.14053294;0.032311722;0.999879841;coiled-coil domain containing 39;;;
ENSRNOG00000011519;Orc5;1400.572377;1.128689542;0.174648712;0.082166966;2.125534394;0.033542047;0.999879841;origin recognition complex; subunit 5;;
ENSRNOG00000011618;Mmaa;728.848727;1.145093823;0.19546581;0.080958489;2.414395486;0.015761344;0.999879841;metabolism of cobalamin associated A;;;
ENSRNOG00000011714;Sat2;698.7072941;0.828619505;-0.271218314;0.118762868;-2.283696233;0.02238939;0.999879841;spermidine/spermine N1-acetyltransferase family member 2;;;
ENSRNOG00000011774;Fblim1;9.259495108;0.342092993;-1.547539542;0.580654269;-2.665165186;0.007695051;0.999879841;filamin binding LIM protein 1;;;
ENSRNOG00000011796;C1r;316.852984;0.687340249;-0.540903652;0.254797387;-2.122877546;0.033764114;0.999879841;complement C1r;;;
ENSRNOG00000011803;Lrfn2;802.9540117;1.271620768;0.346668484;0.128580717;2.696115655;0.00701533;0.999879841;leucine rich repeat and fibronectin type III domain containing 2;;;
ENSRNOG00000011815;Sgk1;2602.485206;0.752235334;-0.410744021;0.153704836;-2.67229081;0.007533533;0.999879841;serum/glucocorticoid regulated kinase 1;;;
ENSRNOG00000011827;LOC100360846;102.5771177;0.806149299;-0.310881045;0.152907682;-2.033129012;0.042039491;0.999879841;proteasome subunit beta type 6-like;;;
ENSRNOG00000011829;Rpgrip1l;3382.036604;1.165788621;0.221306225;0.091208175;2.42638586;0.015250047;0.999879841;Rpgrip1-like;;;
ENSRNOG00000011831;Nudt18;962.4269481;0.817065147;-0.291476982;0.13918422;-2.09418124;0.036243838;0.999879841;nudix hydrolase 18;;;
ENSRNOG00000011913;Cp;436.3267287;0.664963124;-0.588653758;0.274289939;-2.146100434;0.031864967;0.999879841;ceruloplasmin;;;
ENSRNOG00000011921;Dusp4;830.8348838;1.279033187;0.355053698;0.174563516;2.03395134;0.041956502;0.999879841;dual specificity phosphatase 4;;;
ENSRNOG00000011932;Snrpa1;989.0149748;1.152824828;0.205173312;0.084264577;2.434870243;0.014897131;0.999879841;small nuclear ribonucleoprotein polypeptide A';;;
ENSRNOG00000011975;Crtc3;847.797547;1.260576186;0.334083314;0.154231936;2.166109836;0.030302795;0.999879841;CREB regulated transcription coactivator 3;;;
ENSRNOG00000011992;Slc18a1;280.2622194;1.330412143;0.411873242;0.197945795;2.080737518;0.037457938;0.999879841;solute carrier family 18 member A1;;;
ENSRNOG00000012035;Rnf181;1278.984979;0.871187663;-0.198944571;0.089074037;-2.233474274;0.025517685;0.999879841;ring finger protein 181;;;
ENSRNOG00000012439;Bid;252.9771715;0.839518493;-0.25236599;0.1263154;-1.99790357;0.045727116;0.999879841;BH3 interacting domain death agonist;;;
ENSRNOG00000012574;Pum3;677.4203633;1.154627806;0.207427875;0.095241446;2.177916064;0.029412286;0.999879841;pumilio RNA-binding family member 3;;;
ENSRNOG00000012659;NA;16.27572653;0.542421586;-0.882513503;0.430352743;-2.050674749;0.040298632;0.999879841;NA;;;
ENSRNOG00000012727;Trpc7;292.299208;1.444996697;0.531066195;0.244705124;2.170229155;0.02998949;0.999879841;transient receptor potential cation channel; subfamily C; member 7;
ENSRNOG00000012791;Ajuba;83.36717539;0.650490528;-0.620400045;0.272586344;-2.275976253;0.022847431;0.999879841;ajuba LIM protein;;;
ENSRNOG00000012817;Lrrc17;215.9681277;0.787230046;-0.34514281;0.148594761;-2.32271183;0.020194638;0.999879841;leucine rich repeat containing 17;;;
ENSRNOG00000012881;Fgl2;130.0854155;0.63099199;-0.664306404;0.229443532;-2.895293658;0.00378804;0.999879841;fibrinogen-like 2;;;
ENSRNOG00000012891;Mdh1b;779.1844609;1.203493179;0.267227965;0.112072981;2.384410247;0.01710652;0.999879841;malate dehydrogenase 1B;;;
ENSRNOG00000012989;Serinc2;697.6420582;1.468950981;0.554786254;0.224786069;2.468063332;0.013584628;0.999879841;serine incorporator 2;;;
ENSRNOG00000013048;Pde7a;834.7097007;1.165026685;0.220363001;0.106533956;2.06847666;0.038595223;0.999879841;phosphodiesterase 7A;;;
ENSRNOG00000013053;Trpm6;40.53981398;0.517851286;-0.949390243;0.337991987;-2.808913467;0.004970901;0.999879841;transient receptor potential cation channel; subfamily M; member 6;
ENSRNOG00000013196;Dok5;1613.043821;1.278851523;0.354848774;0.166263479;2.134255678;0.032821857;0.999879841;docking protein 5;;;
ENSRNOG00000013234;Ccdc115;1046.19534;0.853743931;-0.228124677;0.110871015;-2.057568216;0.0396316;0.999879841;coiled-coil domain containing 115;;;
ENSRNOG00000013312;Kcnt2;2619.181667;1.157309471;0.210774701;0.071690985;2.940044717;0.003281649;0.999879841;potassium sodium-activated channel subfamily T member 2;;;
ENSRNOG00000013437;Them7;4.815909278;0.358433885;-1.480221065;0.728236954;-2.032609107;0.042092031;0.999879841;thioesterase superfamily member 7;;;
ENSRNOG00000013519;Tll2;67.96752056;1.715252493;0.778420963;0.378143658;2.058532376;0.039539057;0.999879841;tolloid-like 2;;;
ENSRNOG00000013596;Dimt1;661.6952931;1.13661252;0.184740512;0.09170502;2.014508174;0.043956208;0.999879841;DIM1 rRNA methyltransferase and ribosome maturation factor;;;
ENSRNOG00000013798;Fnbp1l;10527.4526;1.166952231;0.222745505;0.101286567;2.199161377;0.02786645;0.999879841;formin binding protein 1-like;;;
ENSRNOG00000013802;Slc25a36;7506.637125;1.144586011;0.194825879;0.096763178;2.013429926;0.04406942;0.999879841;solute carrier family 25 member 36;;;
ENSRNOG00000013807;Dmc1;108.3220484;1.474205659;0.559937802;0.265963753;2.105316217;0.035263791;0.999879841;DNA meiotic recombinase 1;;;
ENSRNOG00000013826;NA;8.058631876;0.497718242;-1.00659883;0.422384371;-2.383134647;0.017165914;0.999879841;NA;;;
ENSRNOG00000013963;Il6st;5366.522753;0.872895961;-0.196118384;0.090397082;-2.169521186;0.030043138;0.999879841;interleukin 6 cytokine family signal transducer;;;
ENSRNOG00000013969;Ahi1;14689.82828;1.30046652;0.379029259;0.140971406;2.688696021;0.007173171;0.999879841;Abelson helper integration site 1;;;
ENSRNOG00000014027;RGD1304728;2612.315623;1.182602854;0.241965664;0.106676666;2.268215456;0.023316078;0.999879841;similar to 4933427D14Rik protein;;;
ENSRNOG00000014058;Tomm22;3118.74146;0.922443949;-0.116466845;0.059256209;-1.965479177;0.049358803;0.999879841;translocase of outer mitochondrial membrane 22;;;
ENSRNOG00000014064;Ctsh;1491.899733;0.845089843;-0.242823369;0.119738229;-2.027951906;0.042565157;0.999879841;cathepsin H;;;
ENSRNOG00000014149;Npy1r;1124.547617;0.786192434;-0.347045616;0.156315343;-2.220163476;0.026407673;0.999879841;neuropeptide Y receptor Y1;;;
ENSRNOG00000014168;Xylb;560.3259428;1.164194823;0.219332507;0.091698869;2.391877997;0.016762413;0.999879841;xylulokinase;;;
ENSRNOG00000014312;NA;3.52950388;0.267060102;-1.904763636;0.804134969;-2.36871136;0.017850178;0.999879841;NA;;;
ENSRNOG00000014357;Gja4;43.95139799;0.688820737;-0.537799519;0.270564774;-1.987692306;0.04684573;0.999879841;gap junction protein; alpha 4;;
ENSRNOG00000014382;C2cd5;6407.681589;1.185189701;0.245117994;0.107949045;2.270682387;0.023166212;0.999879841;C2 calcium-dependent domain containing 5;;;
ENSRNOG00000014464;Tnfsf13b;21.3196813;0.625977154;-0.67581809;0.328465566;-2.057500569;0.0396381;0.999879841;TNF superfamily member 13b;;;
ENSRNOG00000014574;Entpd1;1051.67338;0.833135794;-0.263376434;0.122740776;-2.145794107;0.031889409;0.999879841;ectonucleoside triphosphate diphosphohydrolase 1;;;
ENSRNOG00000014584;Odf2;2505.528429;1.154862779;0.207721441;0.085072572;2.441696958;0.014618412;0.999879841;outer dense fiber of sperm tails 2;;;
ENSRNOG00000014605;Lig4;1566.065133;0.830740191;-0.267530741;0.112480314;-2.378467227;0.017384782;0.999879841;DNA ligase 4;;;
ENSRNOG00000014712;Zfp39;392.2054461;0.83677884;-0.257081725;0.126617795;-2.03037594;0.04231834;0.999879841;zinc finger protein 39;;;
ENSRNOG00000014862;Gabrg3;2701.634464;1.244673816;0.315767713;0.152738185;2.067378982;0.038698457;0.999879841;gamma-aminobutyric acid type A receptor subunit gamma 3;;;
ENSRNOG00000014867;Synpo2;123.5373469;0.662804039;-0.5933457;0.239967655;-2.47260699;0.013413156;0.999879841;synaptopodin 2;;;
ENSRNOG00000014874;Zfyve28;3076.078515;1.238495838;0.30858902;0.136108914;2.267221238;0.023376714;0.999879841;zinc finger FYVE-type containing 28;;;
ENSRNOG00000014948;Osgin1;10.18861684;0.530962591;-0.913317874;0.451380521;-2.023387876;0.043033173;0.999879841;oxidative stress induced growth inhibitor 1;;;
ENSRNOG00000015036;Ccn2;890.4120125;0.69899854;-0.516638652;0.176554447;-2.926228484;0.003430989;0.999879841;cellular communication network factor 2;;;
ENSRNOG00000015078;Ifitm3;117.4526602;0.694121284;-0.526740328;0.23634329;-2.228708624;0.025833298;0.999879841;interferon induced transmembrane protein 3;;;
ENSRNOG00000015118;Cpped1;234.1903916;0.854170265;-0.227404419;0.100524472;-2.262179697;0.023686303;0.999879841;calcineurin-like phosphoesterase domain containing 1;;;
ENSRNOG00000015133;Kmt2a;8629.418519;1.211520385;0.27681868;0.10195108;2.715210864;0.006623358;0.999879841;lysine methyltransferase 2A;;;
ENSRNOG00000015310;Lrrc32;76.53868562;0.663053651;-0.592802484;0.268485282;-2.207951514;0.027247653;0.999879841;leucine rich repeat containing 32;;;
ENSRNOG00000015410;Aspn;37.93664873;0.622083733;-0.684819313;0.300681321;-2.27755855;0.022752892;0.999879841;asporin;;;
ENSRNOG00000015477;Nkx3-1;23.19721805;0.618517818;-0.693112939;0.309655767;-2.2383337;0.025199302;0.999879841;NK3 homeobox 1;;;
ENSRNOG00000015505;Mfap5;5.772178234;0.271278639;-1.882152642;0.930794723;-2.022092086;0.043166839;0.999879841;microfibril associated protein 5;;;
ENSRNOG00000015550;Ptgds;3982.185796;0.354359392;-1.496714807;0.53624941;-2.791079635;0.005253255;0.999879841;prostaglandin D2 synthase;;;
ENSRNOG00000015588;Nol3;496.931825;0.860171644;-0.217303522;0.109585973;-1.982950161;0.047372997;0.999879841;nucleolar protein 3;;;
ENSRNOG00000015669;Kctd11;50.96760626;0.718776436;-0.476384983;0.221808673;-2.147729283;0.031735268;0.999879841;potassium channel tetramerization domain containing 11;;;
ENSRNOG00000015774;Mreg;166.9470584;0.80346321;-0.31569613;0.136458148;-2.313501492;0.020695083;0.999879841;melanoregulin;;;
ENSRNOG00000015860;Gipr;226.2241061;1.736104441;0.795853741;0.351037382;2.26714812;0.023381179;0.999879841;gastric inhibitory polypeptide receptor;;;
ENSRNOG00000015957;F13a1;62.34953919;0.576492699;-0.794625758;0.324494139;-2.4488139;0.014332748;0.999879841;coagulation factor XIII A1 chain;;;
ENSRNOG00000016102;Ebf3;6.732087112;0.338716733;-1.561848834;0.56482356;-2.765197743;0.00568883;0.999879841;EBF transcription factor 3;;;
ENSRNOG00000016103;Nkd2;373.2593471;0.829414871;-0.269834181;0.119040785;-2.266737233;0.023406282;0.999879841;NKD inhibitor of WNT signaling pathway 2;;;
ENSRNOG00000016119;Fzd7;49.50351744;0.611252238;-0.710160253;0.317814118;-2.234514492;0.02544924;0.999879841;frizzled class receptor 7;;;
ENSRNOG00000016187;Tmem67;1969.098565;1.197686273;0.260250052;0.101001776;2.576687881;0.009975198;0.999879841;transmembrane protein 67;;;
ENSRNOG00000016229;Bicral;1432.70794;1.105322211;0.144466989;0.07366898;1.961028769;0.049875667;0.999879841;BICRA like chromatin remodeling complex associated protein;;;
ENSRNOG00000016366;Colec12;343.0064053;0.618199093;-0.693856557;0.324707474;-2.136866602;0.032608843;0.999879841;collectin sub-family member 12;;;
ENSRNOG00000016551;Bcl2l11;359.02558;0.775201158;-0.367357369;0.160016121;-2.295752252;0.021690051;0.999879841;Bcl2-like 11;;;
ENSRNOG00000016559;Tm2d2;2201.391796;0.876500899;-0.190172524;0.091285519;-2.083271551;0.037226478;0.999879841;TM2 domain containing 2;;;
ENSRNOG00000016576;Carmil1;3614.241819;1.161398679;0.215863298;0.095578235;2.258498479;0.023914599;0.999879841;capping protein regulator and myosin 1 linker 1;;;
ENSRNOG00000016620;Csnk1g1;2169.841256;1.189517091;0.250376001;0.110805055;2.259608117;0.023845583;0.999879841;casein kinase 1; gamma 1;;
ENSRNOG00000016675;Kcnn2;4214.516713;1.191449911;0.252718302;0.098334196;2.569994082;0.010170025;0.999879841;potassium calcium-activated channel subfamily N member 2;;;
ENSRNOG00000016678;Angptl2;73.37677227;0.51657046;-0.952962948;0.443496315;-2.148750543;0.03165418;0.999879841;angiopoietin-like 2;;;
ENSRNOG00000016804;Il25;10.69720051;0.576166435;-0.795442478;0.397651142;-2.000352557;0.045462208;0.999879841;interleukin 25;;;
ENSRNOG00000016971;Zfp612;5291.522825;1.161724992;0.216268588;0.099938245;2.164022275;0.03046264;0.999879841;zinc finger protein 612;;;
ENSRNOG00000016989;Dolk;400.7250274;0.835869905;-0.258649676;0.103195574;-2.506402807;0.012196658;0.999879841;dolichol kinase;;;
ENSRNOG00000017065;Arhgap28;63.05369971;0.543085243;-0.880749432;0.375113868;-2.347952199;0.018876944;0.999879841;Rho GTPase activating protein 28;;;
ENSRNOG00000017066;Zfp384;1892.042684;1.154653331;0.207459767;0.096494002;2.149975793;0.03155713;0.999879841;zinc finger protein 384;;;
ENSRNOG00000017113;Ccnt2;3927.979079;1.14205519;0.19163237;0.096451196;1.986832491;0.046940963;0.999879841;cyclin T2;;;
ENSRNOG00000017155;Nck2;4059.474104;1.224016867;0.291623439;0.146370129;1.992369898;0.046330488;0.999879841;NCK adaptor protein 2;;;
ENSRNOG00000017188;Cyp27a1;104.1465136;0.702170619;-0.510106465;0.2044448;-2.495081624;0.012592816;0.999879841;cytochrome P450; family 27; subfamily a; polypeptide 1
ENSRNOG00000017194;Prdx1;1456.014654;0.85884667;-0.219527506;0.10926567;-2.009116919;0.044524736;0.999879841;peroxiredoxin 1;;;
ENSRNOG00000017277;Igsf6;7.484353373;0.460816258;-1.117736477;0.51869378;-2.154906267;0.03116917;0.999879841;immunoglobulin superfamily; member 6;;
ENSRNOG00000017409;Wnt6;13.56153452;0.210713033;-2.246648547;0.883965872;-2.541555753;0.011036034;0.999879841;Wnt family member 6;;;
ENSRNOG00000017416;Ppic;78.80865778;0.694194092;-0.526589008;0.258318966;-2.038522436;0.041497713;0.999879841;peptidylprolyl isomerase C;;;
ENSRNOG00000017469;Anxa1;93.00016131;0.586040678;-0.770927288;0.289091847;-2.666720958;0.007659524;0.999879841;annexin A1;;;
ENSRNOG00000017478;Pcsk7;1401.897126;1.186257866;0.246417653;0.111973306;2.200682131;0.027758535;0.999879841;proprotein convertase subtilisin/kexin type 7;;;
ENSRNOG00000017619;Aldh1a1;596.2887713;0.691347728;-0.532516567;0.199625342;-2.66757999;0.00763997;0.999879841;aldehyde dehydrogenase 1 family; member A1;;
ENSRNOG00000017672;Akr1c14;67.84269015;0.557846475;-0.842059964;0.369580589;-2.27842043;0.02270154;0.999879841;aldo-keto reductase family 1; member C14;;
ENSRNOG00000017695;Prdx1l1;1245.814242;0.844112289;-0.244493168;0.111694133;-2.188952648;0.028600282;0.999879841;peroxiredoxin 1-like 1;;;
ENSRNOG00000017712;Cartpt;97.04715576;4.25894828;2.09049721;0.955185571;2.18857704;0.028627596;0.999879841;CART prepropeptide;;;
ENSRNOG00000017783;Sfrp1;261.8407084;0.519041004;-0.946079579;0.447491351;-2.11418517;0.034499455;0.999879841;secreted frizzled-related protein 1;;;
ENSRNOG00000017872;Aldh3b3;2703.329365;1.172012257;0.228987658;0.090405236;2.532902601;0.011312238;0.999879841;aldehyde dehydrogenase 3 family; member B3;;
