;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;;
ENSRNOG00000003273;Spata20;31.82454734;1.11344201;0.155026422;0.298647861;0.519094368;0.603694936;0.999879841;spermatogenesis associated 20;;;;;
ENSRNOG00000003275;Spata32;35.39014944;1.132003187;0.17887802;0.252352153;0.708842853;0.478422002;0.999879841;spermatogenesis associated 32;;;;;
ENSRNOG00000003276;Myo1d;1743.475769;0.942286559;-0.08576223;0.172357298;-0.497583975;0.618777301;0.999879841;myosin ID;;;;;
ENSRNOG00000003278;Map3k14;507.467082;1.043620532;0.061597233;0.144104405;0.427448645;0.669052582;0.999879841;mitogen-activated protein kinase kinase kinase 14;;;;;
ENSRNOG00000003280;Grin2c;2392.799136;0.955158217;-0.066188368;0.177922088;-0.372007593;0.709887196;0.999879841;glutamate ionotropic receptor NMDA type subunit 2C;;;;;
ENSRNOG00000003281;Mcm9;573.1545397;0.897935126;-0.155316878;0.094078663;-1.650925658;0.098753756;0.999879841;minichromosome maintenance 9 homologous recombination repair factor;;;;;
ENSRNOG00000003283;Rcsd1;223.3646342;0.860134594;-0.217365665;0.251257025;-0.865112784;0.386976889;0.999879841;RCSD domain containing 1;;;;;
ENSRNOG00000003284;Epn3;59.0425805;0.725049569;-0.463848465;0.241386503;-1.921600663;0.054656025;0.999879841;epsin 3;;;;;
ENSRNOG00000003285;Mpv17l;1862.974816;1.091796221;0.126703609;0.076022082;1.6666685;0.09558034;0.999879841;MPV17 mitochondrial inner membrane protein like;;;;;
ENSRNOG00000003287;Trim16;292.2412633;1.058712051;0.082310257;0.139002389;0.592149946;0.553750184;0.999879841;tripartite motif-containing 16;;;;;
ENSRNOG00000003288;Cacng5;304.8108058;1.212536871;0.278028617;0.205800552;1.350961474;0.176707774;0.999879841;calcium voltage-gated channel auxiliary subunit gamma 5;;;;;
ENSRNOG00000003289;Lap3;1816.929579;0.857160066;-0.222363457;0.171041801;-1.300053296;0.193582703;0.999879841;leucine aminopeptidase 3;;;;;
ENSRNOG00000003291;Creg1;511.6160577;0.929783487;-0.105033291;0.104575051;-1.004381923;0.31519456;0.999879841;cellular repressor of E1A-stimulated genes 1;;;;;
ENSRNOG00000003294;Cdrt4;1.221367629;0.878079911;-0.187575854;1.153658096;-0.16259224;0.870839497;0.999879841;CMT1A duplicated region transcript 4;;;;;
ENSRNOG00000003296;Dck;2209.383347;0.944510122;-0.082361837;0.163354482;-0.504190864;0.61412726;0.999879841;deoxycytidine kinase;;;;;
ENSRNOG00000003298;Cd247;5.444154756;0.659957645;-0.599554658;0.608215516;-0.985760216;0.324250793;0.999879841;Cd247 molecule;;;;;
ENSRNOG00000003300;Btg2;867.0839195;0.670227818;-0.577276528;0.251872584;-2.29193872;0.02190918;0.999879841;BTG anti-proliferation factor 2;;;;;
ENSRNOG00000003302;Flcn;1573.702373;0.994203855;-0.008386397;0.132255196;-0.063410721;0.94943945;0.999879841;folliculin;;;;;
ENSRNOG00000003304;Chad;3.63109861;0.691042686;-0.533153266;0.730387376;-0.729959585;0.465414889;0.999879841;chondroadherin;;;;;
ENSRNOG00000003305;Cxcr3;2.371668751;0.395620552;-1.337810721;1.10951467;-1.205762084;0.227909239;0.999879841;C-X-C motif chemokine receptor 3;;;;;
ENSRNOG00000003307;Gcdh;1844.955552;0.972352787;-0.04044825;0.114033151;-0.354706063;0.722809808;0.999879841;glutaryl-CoA dehydrogenase;;;;;
ENSRNOG00000003310;Tmem63a;218.4789647;0.81009471;-0.303837508;0.322208591;-0.942983881;0.345689148;0.999879841;transmembrane protein 63a;;;;;
ENSRNOG00000003313;Glra2;619.4630105;1.021558489;0.030771808;0.314491242;0.097846311;0.922054333;0.999879841;glycine receptor; alpha 2;;;;
ENSRNOG00000003326;Rrn3;2472.522398;0.939079532;-0.090680747;0.089773903;-1.010101422;0.312446701;0.999879841;RRN3 homolog; RNA polymerase I transcription factor;;;;
ENSRNOG00000003328;Cdip1;6227.415453;0.938359839;-0.091786827;0.125189092;-0.733185502;0.463445297;0.999879841;cell death-inducing p53 target 1;;;;;
ENSRNOG00000003329;Ppm1d;1015.675211;1.05414331;0.076071013;0.101489473;0.749545849;0.453528275;0.999879841;protein phosphatase; Mg2+/Mn2+ dependent; 1D;;;
ENSRNOG00000003330;Acsf2;2030.943005;0.903386507;-0.146584729;0.145066872;-1.010463154;0.312273444;0.999879841;acyl-CoA synthetase family member 2;;;;;
ENSRNOG00000003332;Nt5m;433.4262795;1.025513279;0.036346173;0.110016562;0.330370013;0.741120397;0.999879841;5';3'-nucleotidase; mitochondrial;;;
ENSRNOG00000003334;Klhl21;426.574295;0.890646857;-0.16707458;0.265732285;-0.628732714;0.529524057;0.999879841;kelch-like family member 21;;;;;
ENSRNOG00000003336;Mybph;25.5866656;1.108094668;0.14808114;0.326866113;0.453033014;0.650524969;0.999879841;myosin binding protein H;;;;;
ENSRNOG00000003338;Pmp22;702.9023285;0.807826439;-0.307882731;0.23195479;-1.327339396;0.184396437;0.999879841;peripheral myelin protein 22;;;;;
ENSRNOG00000003343;Canx;27867.73123;0.949684865;-0.074479233;0.106489941;-0.699401582;0.484301099;0.999879841;calnexin;;;;;
ENSRNOG00000003346;Fancb;157.7093495;1.044609473;0.062963692;0.18669151;0.337260609;0.735920452;0.999879841;FA complementation group B;;;;;
ENSRNOG00000003348;Rasd1;575.6513487;0.956862778;-0.06361605;0.166050722;-0.383112155;0.701636607;0.999879841;ras related dexamethasone induced 1;;;;;
ENSRNOG00000003349;Col23a1;937.9502365;1.418469886;0.504335523;0.483667669;1.042731519;0.297072656;0.999879841;collagen type XXIII alpha 1 chain;;;;;
ENSRNOG00000003350;Mospd2;1036.873345;1.012344076;0.017699717;0.100320226;0.176432184;0.859954422;0.999879841;motile sperm domain containing 2;;;;;
ENSRNOG00000003354;Pabpc5;29.9764807;0.818561649;-0.288837019;0.343590191;-0.840643961;0.400547423;0.999879841;poly A binding protein; cytoplasmic 5;;;;
ENSRNOG00000003357;Col3a1;468.5344234;0.404180687;-1.30692771;0.583559767;-2.239578159;0.025118322;0.999879841;collagen type III alpha 1 chain;;;;;
ENSRNOG00000003359;Ogt;13051.85084;1.030045616;0.042708228;0.076744247;0.556500714;0.577868606;0.999879841;O-linked N-acetylglucosamine (GlcNAc) transferase;;;;;
ENSRNOG00000003365;Cadm3;14243.17674;0.935817026;-0.095701617;0.123856418;-0.772681939;0.439710638;0.999879841;cell adhesion molecule 3;;;;;
ENSRNOG00000003367;Tmem220;37.29507489;0.851377881;-0.232128486;0.266733699;-0.870263061;0.384156661;0.999879841;transmembrane protein 220;;;;;
ENSRNOG00000003370;Otc;11.69056439;0.928612571;-0.106851283;0.363907077;-0.293622438;0.769046428;0.999879841;ornithine transcarbamylase;;;;;
ENSRNOG00000003374;Ccdc85a;2416.583594;1.017327609;0.024784343;0.099439929;0.249239348;0.803175644;0.999879841;coiled-coil domain containing 85A;;;;;
ENSRNOG00000003384;Hs3st3b1;7.385112686;0.488958859;-1.032215012;0.753476685;-1.369936234;0.170706808;0.999879841;heparan sulfate-glucosamine 3-sulfotransferase 3B1;;;;;
ENSRNOG00000003385;Glrx2;2452.370233;0.999793898;-0.000297373;0.091594386;-0.003246629;0.99740957;0.999879841;glutaredoxin 2;;;;;
ENSRNOG00000003386;Rbfox3;9953.328246;0.99639227;-0.005214266;0.148287387;-0.035163246;0.971949569;0.999879841;RNA binding fox-1 homolog 3;;;;;
ENSRNOG00000003388;Cenpf;38.86791138;0.889535811;-0.168875409;0.372762893;-0.453037069;0.650522049;0.999879841;centromere protein F;;;;;
ENSRNOG00000003392;Grsf1;4515.624842;1.005314582;0.007647019;0.093014688;0.082213024;0.934477317;0.999879841;G-rich RNA sequence binding factor 1;;;;;
ENSRNOG00000003397;Adprm;512.0211845;0.894569024;-0.160735292;0.093444709;-1.720111213;0.085412228;0.999879841;ADP-ribose/CDP-alcohol diphosphatase; manganese-dependent;;;;
ENSRNOG00000003398;Tomm40l;1266.638639;0.97917012;-0.030368561;0.148973302;-0.203852372;0.838468865;0.999879841;translocase of outer mitochondrial membrane 40 like;;;;;
ENSRNOG00000003399;Hnrnph1;10090.45688;1.077008846;0.107030099;0.081049468;1.320552769;0.18665053;0.999879841;heterogeneous nuclear ribonucleoprotein H1;;;;;
ENSRNOG00000003400;Fmo4;80.23485529;0.856009118;-0.224301932;0.23297518;-0.962771792;0.33566206;0.999879841;flavin containing dimethylaniline monoxygenase 4;;;;;
ENSRNOG00000003401;NA;5139.812092;0.880798538;-0.18311602;0.249158468;-0.734937974;0.46237727;0.999879841;NA;;;;;
ENSRNOG00000003402;Stx6;3156.844418;0.943850696;-0.083369431;0.100331342;-0.830941057;0.406006928;0.999879841;syntaxin 6;;;;;
ENSRNOG00000003403;Slc35f5;923.4295854;1.102709339;0.141052563;0.113272742;1.245247185;0.213040903;0.999879841;solute carrier family 35; member F5;;;;
ENSRNOG00000003407;Ptpn14;238.2452271;1.017063629;0.024409939;0.333667581;0.07315646;0.941681614;0.999879841;protein tyrosine phosphatase; non-receptor type 14;;;;
ENSRNOG00000003424;Elac2;1393.079988;1.001884978;0.002716889;0.102331063;0.026549991;0.978818661;0.999879841;elaC ribonuclease Z 2;;;;;
ENSRNOG00000003428;Rufy3;11912.86204;1.015528755;0.022231091;0.095343734;0.233167824;0.81563109;0.999879841;RUN and FYVE domain containing 3;;;;;
ENSRNOG00000003430;F9;1.877406269;1.308734812;0.388172795;0.842032149;0.460995219;0.644802035;0.999879841;coagulation factor IX;;;;;
ENSRNOG00000003434;Ro60;1464.711701;0.991903582;-0.011728204;0.103946178;-0.112829588;0.91016566;0.999879841;Ro60; Y RNA binding protein;;;;
ENSRNOG00000003435;Mcf2;147.7292603;1.242578362;0.313336837;0.155352041;2.016947023;0.043701042;0.999879841;MCF.2 cell line derived transforming sequence;;;;;
ENSRNOG00000003439;Il15;297.9686616;0.998561399;-0.002076957;0.417558136;-0.004974054;0.996031295;0.999879841;interleukin 15;;;;;
ENSRNOG00000003442;Adora1;6139.847513;0.885765976;-0.175002514;0.134329651;-1.302783957;0.192648529;0.999879841;adenosine A1 receptor;;;;;
ENSRNOG00000003443;Klf1;19.7767815;0.885053862;-0.176162839;0.297199357;-0.592743001;0.553353158;0.999879841;KLF transcription factor 1;;;;;
ENSRNOG00000003452;Asb11;82.86751687;0.855818126;-0.22462386;0.204884672;-1.096342922;0.272928733;0.999879841;ankyrin repeat and SOCS box containing 11;;;;;
ENSRNOG00000003453;Lypd1;2400.144231;1.172540853;0.229638189;0.358667697;0.640253335;0.522007914;0.999879841;Ly6/Plaur domain containing 1;;;;;
ENSRNOG00000003455;Zfp13;543.2677006;0.980752403;-0.02803913;0.127711653;-0.219550282;0.826221415;0.999879841;zinc finger protein 13;;;;;
ENSRNOG00000003457;Bicdl2;1.041664965;1.921214451;0.942018566;1.698533422;0.554607024;0.579163484;0.999879841;BICD family like cargo adaptor 2;;;;;
ENSRNOG00000003461;Zfp330;1912.659941;1.02319735;0.033084433;0.063134593;0.524030184;0.600257546;0.999879841;zinc finger protein 330;;;;;
ENSRNOG00000003463;Srebf1;1834.583372;0.959779827;-0.059224605;0.218815608;-0.270659872;0.786652643;0.999879841;sterol regulatory element binding transcription factor 1;;;;;
ENSRNOG00000003464;Hid1;4222.032824;0.974685806;-0.03699086;0.094123704;-0.393002599;0.694317562;0.999879841;HID1 domain containing;;;;;
ENSRNOG00000003468;Capn8;6.682790981;0.84252908;-0.247201614;0.459222891;-0.538304206;0.590367048;0.999879841;calpain 8;;;;;
ENSRNOG00000003469;MAST1;4406.981085;1.066164774;0.092430422;0.092662049;0.997500307;0.318521725;0.999879841;microtubule associated serine/threonine kinase 1;;;;;
ENSRNOG00000003470;Fundc1;1137.151015;0.963662001;-0.053400877;0.093549792;-0.570828382;0.568115982;0.999879841;FUN14 domain containing 1;;;;;
ENSRNOG00000003472;Atp11c;827.6746148;1.005386699;0.007750507;0.134588334;0.057586769;0.954077789;0.999879841;ATPase phospholipid transporting 11C;;;;;
ENSRNOG00000003476;Slc6a4;2.62312614;0.996977382;-0.00436732;1.102339016;-0.003961866;0.996838896;0.999879841;solute carrier family 6 member 4;;;;;
ENSRNOG00000003479;Rnf150;2905.847296;1.123601986;0.16813108;0.108367001;1.551497026;0.120782619;0.999879841;ring finger protein 150;;;;;
ENSRNOG00000003480;Aim2;44.13168013;0.897835892;-0.155476324;0.219493778;-0.708340461;0.478733857;0.999879841;absent in melanoma 2;;;;;
ENSRNOG00000003486;Mnda;1.775936703;0.195969695;-2.351297525;1.522945084;-1.543914846;0.122608963;0.999879841;myeloid cell nuclear differentiation antigen;;;;;
ENSRNOG00000003491;Prkca;5577.567316;1.031328365;0.044503745;0.112718889;0.394820656;0.69297525;0.999879841;protein kinase C; alpha;;;;
ENSRNOG00000003494;Ppfia4;1818.928959;1.054293661;0.076276768;0.141655955;0.538464962;0.590256088;0.999879841;PTPRF interacting protein alpha 4;;;;;
ENSRNOG00000003495;Prpf8;13304.10954;0.970940601;-0.042545055;0.100143019;-0.424842947;0.670951168;0.999879841;pre-mRNA processing factor 8;;;;;
ENSRNOG00000003496;Tbc1d9;4995.212159;1.019703813;0.028150163;0.112974309;0.249173138;0.803226857;0.999879841;TBC1 domain family member 9;;;;;
ENSRNOG00000003504;Thsd8;9.143032336;0.698099881;-0.518494629;0.619218968;-0.837336476;0.402403461;0.999879841;thrombospondin type 1 domain containing 8;;;;;
ENSRNOG00000003506;Gosr2;2475.789874;0.979183769;-0.03034845;0.074287061;-0.408529422;0.682885034;0.999879841;golgi SNAP receptor complex member 2;;;;;
ENSRNOG00000003508;Ergic1;3728.157227;1.009439765;0.013554825;0.084173394;0.161034551;0.872066188;0.999879841;endoplasmic reticulum-golgi intermediate compartment 1;;;;;
ENSRNOG00000003512;Gabra1;22965.54432;0.972934983;-0.039584696;0.215131599;-0.184002241;0.854011697;0.999879841;gamma-aminobutyric acid type A receptor subunit alpha 1;;;;;
ENSRNOG00000003515;Ephx1;580.123529;0.764908885;-0.38664019;0.154354756;-2.504880317;0.012249283;0.999879841;epoxide hydrolase 1;;;;;
ENSRNOG00000003517;Tbx2;45.31551681;0.774049885;-0.369501548;0.366306166;-1.008723254;0.313107376;0.999879841;T-box transcription factor 2;;;;;
ENSRNOG00000003520;Prdx2;4318.333025;0.920944713;-0.118813545;0.08880428;-1.337925883;0.180920599;0.999879841;peroxiredoxin 2;;;;;
ENSRNOG00000003522;Mr1;104.6140127;0.876670144;-0.189893979;0.319573102;-0.594211397;0.552370731;0.999879841;major histocompatibility complex; class I-related;;;;
ENSRNOG00000003524;Lrrc59;3107.501571;0.972292197;-0.040538152;0.0777218;-0.521580205;0.601962648;0.999879841;leucine rich repeat containing 59;;;;;
ENSRNOG00000003526;Sytl4;42.47900593;0.809081722;-0.305642664;0.305112248;-1.00173843;0.316469941;0.999879841;synaptotagmin-like 4;;;;;
ENSRNOG00000003531;LOC685789;0.881845885;0.489358359;-1.031036752;1.408943218;-0.731780202;0.464302735;0.999879841;hypothetical protein LOC685789;;;;;
ENSRNOG00000003532;Magea13;2.588907049;0.835100377;-0.259978479;0.851406197;-0.305351875;0.76009817;0.999879841;MAGE family member A13;;;;;
ENSRNOG00000003533;Clcn4;5703.717352;0.947663195;-0.077553686;0.114538779;-0.677095452;0.498345394;0.999879841;chloride voltage-gated channel 4;;;;;
ENSRNOG00000003536;Rufy1;1421.56393;1.021167941;0.03022015;0.098187617;0.30777965;0.758250007;0.999879841;RUN and FYVE domain containing 1;;;;;
ENSRNOG00000003537;Spta1;81.23577338;1.193566656;0.255279138;0.406786912;0.627550027;0.530298754;0.999879841;spectrin; alpha; erythrocytic 1;;;
ENSRNOG00000003538;Adamts4;379.7188436;0.786126656;-0.347166325;0.416039453;-0.834455296;0.404024468;0.999879841;ADAM metallopeptidase with thrombospondin type 1 motif;4;;;;
ENSRNOG00000003541;Pggt1b;1560.796813;1.098625439;0.135699603;0.12286032;1.104503093;0.269374963;0.999879841;protein geranylgeranyltransferase type I subunit beta;;;;;
ENSRNOG00000003542;Hcfc1r1;2068.280721;0.965520742;-0.050620842;0.102352535;-0.494573405;0.620901279;0.999879841;host cell factor C1 regulator 1;;;;;
ENSRNOG00000003543;Gpr143;63.04660154;0.907419978;-0.140157672;0.204329203;-0.685940479;0.492750643;0.999879841;G protein-coupled receptor 143;;;;;
ENSRNOG00000003544;Tbx4;3.840852367;0.958943052;-0.060482954;1.089207573;-0.055529318;0.955716773;0.999879841;T-box transcription factor 4;;;;;
ENSRNOG00000003545;Uchl5;1560.259286;1.070356972;0.098092026;0.153271127;0.639990243;0.522178943;0.999879841;ubiquitin C-terminal hydrolase L5;;;;;
ENSRNOG00000003546;Tnfrsf12a;25.30188652;0.92295899;-0.115661549;0.304833848;-0.379424888;0.704372372;0.999879841;TNF receptor superfamily member 12A;;;;;
ENSRNOG00000003549;Cnpy2;1608.657703;0.915634931;-0.127155593;0.08458456;-1.50329556;0.132762844;0.999879841;canopy FGF signaling regulator 2;;;;;
ENSRNOG00000003550;Acbd6;1775.116808;1.066583528;0.092996953;0.087928385;1.057644278;0.290217648;0.999879841;acyl-CoA binding domain containing 6;;;;;
ENSRNOG00000003551;B4galt3;1317.315144;0.975367901;-0.035981601;0.11334166;-0.317461387;0.750893534;0.999879841;beta-1;4-galactosyltransferase 3;;;;
ENSRNOG00000003553;Efemp1;571.0217317;1.006512231;0.009364703;0.210397235;0.044509632;0.964498174;0.999879841;EGF containing fibulin extracellular matrix protein 1;;;;;
ENSRNOG00000003554;Piga;749.9380027;0.973891567;-0.038166944;0.277535309;-0.137521038;0.890618965;0.999879841;phosphatidylinositol glycan anchor biosynthesis; class A;;;;
ENSRNOG00000003559;Ccdc112;985.8035695;1.075867836;0.105500862;0.157048703;0.671771625;0.501729096;0.999879841;coiled-coil domain containing 112;;;;;
ENSRNOG00000003562;Susd4;5878.217612;1.103442045;0.142010858;0.098828595;1.43694098;0.150734764;0.999879841;sushi domain containing 4;;;;;
ENSRNOG00000003563;Blmh;1958.920794;1.01976687;0.028239374;0.091152688;0.309802972;0.756710792;0.999879841;bleomycin hydrolase;;;;;
ENSRNOG00000003566;Apoh;10.88388649;1.123658146;0.168203186;0.444534274;0.378380692;0.70514781;0.999879841;apolipoprotein H;;;;;
ENSRNOG00000003567;Ppox;294.4323002;0.992862257;-0.010334513;0.146166612;-0.070703647;0.943633618;0.999879841;protoporphyrinogen oxidase;;;;;
ENSRNOG00000003569;Gabra6;23.85109297;0.807017239;-0.309328602;0.42252569;-0.732094189;0.464111081;0.999879841;gamma-aminobutyric acid type A receptor subunit alpha6;;;;;
ENSRNOG00000003575;Mospd4;2.873556955;0.66985046;-0.578089036;0.877957018;-0.658447992;0.510250306;0.999879841;motile sperm domain containing 4;;;;;
ENSRNOG00000003576;Ints2;1509.636021;1.070172928;0.097843939;0.058334717;1.677284886;0.093486787;0.999879841;integrator complex subunit 2;;;;;
ENSRNOG00000003578;Fem1c;1312.617213;0.901738158;-0.149219522;0.110016321;-1.356339867;0.174991056;0.999879841;fem-1 homolog C;;;;;
ENSRNOG00000003581;Pou2f1;793.9393766;1.032895164;0.046693833;0.124710027;0.374419231;0.708092437;0.999879841;POU class 2 homeobox 1;;;;;
ENSRNOG00000003583;Smyd2;2829.540766;1.02430795;0.034649516;0.073854349;0.469160128;0.638955183;0.999879841;SET and MYND domain containing 2;;;;;
ENSRNOG00000003585;Sytl5;397.6349874;1.026602894;0.037878233;0.179849616;0.210610587;0.83319115;0.999879841;synaptotagmin-like 5;;;;;
ENSRNOG00000003587;Vegfd;32.42747543;0.906317048;-0.141912273;0.347841788;-0.407979369;0.683288822;0.999879841;vascular endothelial growth factor D;;;;;
ENSRNOG00000003590;Tom1l2;12970.5353;0.991672976;-0.012063654;0.086609705;-0.139287549;0.889222929;0.999879841;target of myb1 like 2 membrane trafficking protein;;;;;
ENSRNOG00000003592;Med28;871.7065133;0.929111135;-0.106076922;0.083827937;-1.265412523;0.205723488;0.999879841;mediator complex subunit 28;;;;;
ENSRNOG00000003594;Tmem183a;3560.281747;0.94300781;-0.084658376;0.072989576;-1.159869396;0.246101984;0.999879841;transmembrane protein 183A;;;;;
ENSRNOG00000003595;Lhx4;4.885370299;1.370474489;0.454675473;0.626976291;0.725187666;0.468336909;0.999879841;LIM homeobox 4;;;;;
ENSRNOG00000003596;Itgb1bp2;15.93783278;1.310557835;0.390181021;0.325072165;1.200290467;0.230026551;0.999879841;integrin subunit beta 1 binding protein 2;;;;;
ENSRNOG00000003597;Tuba4a;15822.71308;0.88351621;-0.17867149;0.137888074;-1.295771886;0.195054086;0.999879841;tubulin; alpha 4A;;;;
ENSRNOG00000003599;Utp3;1129.771974;1.023098203;0.03294463;0.162574971;0.202642692;0.839414319;0.999879841;UTP3; small subunit processome component;;;;
ENSRNOG00000003600;Pnpt1;1147.801865;1.065949116;0.092138571;0.106759109;0.863051141;0.388109349;0.999879841;polyribonucleotide nucleotidyltransferase 1;;;;;
ENSRNOG00000003603;Arhgap44;8604.200094;1.045887182;0.064727239;0.088770382;0.729153541;0.465907747;0.999879841;Rho GTPase activating protein 44;;;;;
ENSRNOG00000003606;RGD1561381;60.75875301;0.782598537;-0.353655682;0.209060086;-1.691646112;0.090713469;0.999879841;similar to microsomal glutathione S-transferase 3;;;;;
ENSRNOG00000003611;Dynlt3;5533.90018;0.984870523;-0.021994024;0.160834219;-0.136749653;0.891228681;0.999879841;dynein light chain Tctex-type 3;;;;;
ENSRNOG00000003613;Mid1;296.5784325;1.06095667;0.085365737;0.141297943;0.604154142;0.545741167;0.999879841;midline 1;;;;;
ENSRNOG00000003614;Mgat5;3026.509161;1.071465792;0.09958579;0.087956703;1.132213772;0.257544571;0.999879841;alpha-1;6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase;;;;
ENSRNOG00000003616;Grem2;1557.289063;0.96397966;-0.052925389;0.17268953;-0.306477117;0.7592414;0.999879841;gremlin 2; DAN family BMP antagonist;;;;
ENSRNOG00000003620;Fmo3;14.30409856;0.552588661;-0.855722137;0.504102631;-1.697515714;0.089599203;0.999879841;flavin containing dimethylaniline monoxygenase 3;;;;;
ENSRNOG00000003622;Cybb;47.40245464;0.611269602;-0.710119271;0.299003165;-2.374955703;0.017551056;0.999879841;cytochrome b-245 beta chain;;;;;
ENSRNOG00000003625;Ubxn4;3788.022831;1.018053573;0.025813482;0.109267556;0.236241053;0.813245625;0.999879841;UBX domain protein 4;;;;;
ENSRNOG00000003626;Atp5pd;3882.717931;0.955630049;-0.065475877;0.088255644;-0.741888832;0.458154693;0.999879841;ATP synthase peripheral stalk subunit d;;;;;
ENSRNOG00000003629;Nvl;820.8544654;1.131289482;0.177968143;0.108269215;1.64375573;0.100226669;0.999879841;nuclear VCP-like;;;;;
ENSRNOG00000003633;Rcvrn;16.04934217;1.622651858;0.698353501;0.363442856;1.921494641;0.054669377;0.999879841;recoverin;;;;;
ENSRNOG00000003634;Zfp354a;393.4382984;1.004161433;0.005991222;0.096648684;0.06198969;0.950571042;0.999879841;zinc finger protein 354A;;;;;
ENSRNOG00000003635;Disp1;546.6017021;1.088664094;0.122558881;0.131646881;0.930966839;0.351870718;0.999879841;dispatched RND transporter family member 1;;;;;
ENSRNOG00000003643;Tab3;833.7414321;1.06033126;0.08451505;0.159756573;0.529023929;0.596788851;0.999879841;TGF-beta activated kinase 1 (MAP3K7) binding protein 3;;;;;
ENSRNOG00000003645;Hnrnpab;5583.386189;0.981457332;-0.027002546;0.096486248;-0.279859007;0.779585679;0.999879841;heterogeneous nuclear ribonucleoprotein A/B;;;;;
ENSRNOG00000003649;Qsox1;850.4336289;1.053570843;0.075287325;0.134438477;0.560013226;0.575470417;0.999879841;quiescin sulfhydryl oxidase 1;;;;;
ENSRNOG00000003653;Fh;1897.872674;0.971774231;-0.041306918;0.08750917;-0.472029596;0.636905664;0.999879841;fumarate hydratase;;;;;
ENSRNOG00000003654;Cldn6;1.418001729;0.243714792;-2.036734277;1.262865477;-1.612787991;0.106790576;0.999879841;claudin 6;;;;;
ENSRNOG00000003657;Pkmyt1;26.63620638;1.011957835;0.017149178;0.352032445;0.048714766;0.961146608;0.999879841;protein kinase; membrane associated tyrosine/threonine 1;;;;
ENSRNOG00000003661;Jpt1;8345.857748;0.981438507;-0.027030217;0.082409337;-0.327999451;0.742912078;0.999879841;Jupiter microtubule associated homolog 1;;;;;
ENSRNOG00000003666;Jchain;24.31236421;1.1279706;0.173729465;0.312048582;0.556738517;0.577706097;0.999879841;joining chain of multimeric IgA and IgM;;;;;
ENSRNOG00000003669;Myocd;69.89891795;1.548788803;0.631140428;0.314927467;2.004081876;0.045061291;0.999879841;myocardin;;;;;
ENSRNOG00000003673;Nup85;628.7884086;1.015450296;0.022119625;0.109096453;0.202752929;0.839328151;0.999879841;nucleoporin 85;;;;;
ENSRNOG00000003674;Pir;452.0144537;1.022679154;0.032353599;0.125258088;0.258295486;0.796178869;0.999879841;pirin;;;;;
ENSRNOG00000003679;Med13;4432.692199;0.992936748;-0.010226277;0.08745621;-0.116930254;0.906915324;0.999879841;mediator complex subunit 13;;;;;
ENSRNOG00000003680;Gabrb2;4892.813144;0.981960511;-0.026263087;0.139698617;-0.187998188;0.850878071;0.999879841;gamma-aminobutyric acid type A receptor subunit beta 2;;;;;
ENSRNOG00000003681;Lct;2.323563035;0.691405592;-0.532395823;0.936856243;-0.5682791;0.569845468;0.999879841;lactase;;;;;
ENSRNOG00000003682;Hook2;596.7306615;1.152398944;0.204640244;0.189396093;1.080488198;0.279924839;0.999879841;hook microtubule-tethering protein 2;;;;;
ENSRNOG00000003683;Glp2r;4.09551553;0.892507924;-0.164063117;0.644999047;-0.254361798;0.799216061;0.999879841;glucagon-like peptide 2 receptor;;;;;
ENSRNOG00000003686;Tbl1x;4471.508678;1.028501288;0.0405436;0.076527991;0.529787851;0.596259029;0.999879841;transducin (beta)-like 1 X-linked;;;;;
ENSRNOG00000003687;Rgs2;2372.7177;0.98597183;-0.020381666;0.143827116;-0.141709481;0.887309486;0.999879841;regulator of G-protein signaling 2;;;;;
ENSRNOG00000003689;Nono;4746.543172;0.973174373;-0.039229765;0.10693486;-0.366856654;0.713725945;0.999879841;non-POU domain containing; octamer-binding;;;;
ENSRNOG00000003691;Tmed7;5075.845365;0.926649922;-0.109903687;0.106681284;-1.030205884;0.302913368;0.999879841;transmembrane p24 trafficking protein 7;;;;;
ENSRNOG00000003694;Prox1;277.4048998;0.863910748;-0.211045823;0.174791541;-1.207414395;0.227272594;0.999879841;prospero homeobox 1;;;;;
ENSRNOG00000003695;Mgat4d;12.07579401;1.406619503;0.492232126;0.46038836;1.069167184;0.284994343;0.999879841;MGAT4 family; member D;;;;
ENSRNOG00000003698;Mroh9;3.231803979;0.663555896;-0.591710097;0.703685068;-0.840873458;0.400418829;0.999879841;maestro heat-like repeat family member 9;;;;;
ENSRNOG00000003699;Endov;297.4969789;0.930269368;-0.104279573;0.107575933;-0.969357831;0.332366684;0.999879841;endonuclease V;;;;;
ENSRNOG00000003703;Mcm6;217.0798743;0.972116488;-0.040798894;0.143424357;-0.284462795;0.776055742;0.999879841;minichromosome maintenance complex component 6;;;;;
ENSRNOG00000003704;Fam184b;537.2969399;0.940724063;-0.088156487;0.120676247;-0.730520626;0.46507201;0.999879841;family with sequence similarity 184; member B;;;;
ENSRNOG00000003705;Bmx;25.4570718;0.776838464;-0.364313459;0.23990917;-1.518547456;0.128876446;0.999879841;BMX non-receptor tyrosine kinase;;;;;
ENSRNOG00000003706;Ufc1;1978.075792;0.925285753;-0.112029118;0.073012151;-1.534390044;0.124933725;0.999879841;ubiquitin-fold modifier conjugating enzyme 1;;;;;
