;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;;
ENSRNOG00000064090;Tmsb10;5922.22007;0.722759405;-0.468412619;0.382100151;-1.225889644;0.220240207;0.999244754;thymosin; beta 10;;;;
ENSRNOG00000069802;NA;18.12260793;0.322463995;-1.63279001;1.332159023;-1.225671997;0.220322132;0.999244754;NA;;;;;
ENSRNOG00000009487;Gpr160;38.26433481;0.4944387;-1.016136427;0.829149434;-1.225516639;0.220380625;0.999244754;G protein-coupled receptor 160;;;;;
ENSRNOG00000022723;RGD1562029;59.645053;3.169458227;1.664236253;1.358212167;1.225313904;0.220456972;0.999244754;similar to KIAA2012 protein;;;;;
ENSRNOG00000008372;Vamp7;3277.469088;0.83830256;-0.25445706;0.207711842;-1.225048399;0.220556985;0.999244754;vesicle-associated membrane protein 7;;;;;
ENSRNOG00000013602;Usp48;5216.124419;1.154221651;0.206920298;0.168916225;1.224987703;0.220579854;0.999244754;ubiquitin specific peptidase 48;;;;;
ENSRNOG00000004505;Nfic;1668.874526;0.754940581;-0.405564996;0.33111567;-1.224843863;0.220634055;0.999244754;nuclear factor I/C;;;;;
ENSRNOG00000013429;Tbl3;586.5422253;0.798348678;-0.324909115;0.265297183;-1.224698701;0.220688764;0.999244754;transducin (beta)-like 3;;;;;
ENSRNOG00000061420;NA;393.4690777;1.288535198;0.365731947;0.298669967;1.224535399;0.220750321;0.999244754;NA;;;;;
ENSRNOG00000015397;Cpne7;1290.243547;1.37465492;0.459069504;0.374903644;1.224499978;0.220763674;0.999244754;copine 7;;;;;
ENSRNOG00000063806;NA;35.18634473;0.444997583;-1.168130596;0.954057208;-1.224382129;0.220808108;0.999244754;NA;;;;;
ENSRNOG00000009870;Tmem88;26.39106157;0.423806123;-1.238523663;1.011570768;-1.224356913;0.220817616;0.999244754;transmembrane protein 88;;;;;
ENSRNOG00000065613;LOC120100104;11.16233165;0.294308526;-1.764598759;1.441334655;-1.224281088;0.220846209;0.999244754;sperm motility kinase Y-like;;;;;
ENSRNOG00000047933;Phykpl;321.1878773;1.317228732;0.397505886;0.324690142;1.224262259;0.22085331;0.999244754;5-phosphohydroxy-L-lysine phospho-lyase;;;;;
ENSRNOG00000065654;NA;104.5805003;0.628891353;-0.669117295;0.546690371;-1.22394198;0.220974116;0.999244754;NA;;;;;
ENSRNOG00000069313;NA;582.0671028;0.784524929;-0.350108804;0.286060944;-1.223895856;0.220991517;0.999244754;NA;;;;;
ENSRNOG00000012827;Mlf1;18.61760577;5.253251767;2.393210729;1.955441449;1.223872354;0.221000384;0.999244754;myeloid leukemia factor 1;;;;;
ENSRNOG00000021061;Map4k2;1630.95054;1.228433055;0.296819238;0.242537488;1.223807673;0.221024789;0.999244754;mitogen activated protein kinase kinase kinase kinase 2;;;;;
ENSRNOG00000017172;Mvb12b;7245.316865;0.86299292;-0.212579371;0.17372366;-1.223663896;0.221079045;0.999244754;multivesicular body subunit 12B;;;;;
ENSRNOG00000020288;Slc25a20;1053.320458;0.814130881;-0.296667352;0.242457796;-1.22358347;0.221109398;0.999244754;solute carrier family 25 member 20;;;;;
ENSRNOG00000026523;RGD1309106;9.950443599;0.206023861;-2.279116658;1.863359785;-1.223122167;0.221283557;0.999244754;similar to hypothetical protein;;;;;
ENSRNOG00000011561;Nln;2547.82168;1.168589416;0.224768128;0.183771648;1.223083815;0.221298041;0.999244754;neurolysin;;;;;
ENSRNOG00000022697;Clec14a;272.5187526;1.478216811;0.563857886;0.461113714;1.222817429;0.221398661;0.999244754;C-type lectin domain containing 14A;;;;;
ENSRNOG00000024027;Lemd3;2041.075583;1.190338655;0.251372084;0.205642566;1.222373792;0.221566306;0.999244754;LEM domain containing 3;;;;;
ENSRNOG00000032703;Rasgrp3;1087.105231;0.788801066;-0.342266594;0.280002569;-1.222369479;0.221567936;0.999244754;RAS guanyl releasing protein 3;;;;;
ENSRNOG00000052894;Epg5;4495.118147;1.154867234;0.207727006;0.169967226;1.22215918;0.221647437;0.999244754;ectopic P-granules 5 autophagy tethering factor;;;;;
ENSRNOG00000028581;Ccdc138;388.0503698;1.310686921;0.390323115;0.319404689;1.22203314;0.221695095;0.999244754;coiled-coil domain containing 138;;;;;
ENSRNOG00000004179;Nts;55.56773919;0.390768024;-1.355615676;1.109324112;-1.222019481;0.22170026;0.999244754;neurotensin;;;;;
ENSRNOG00000068145;LOC120100068;2.257963558;26.87596964;4.748244901;3.886285848;1.221795073;0.221785132;0.999244754;uncharacterized LOC120100068;;;;;
ENSRNOG00000001159;Tff3;1.716792731;33.58737867;5.0698473;4.149784399;1.221713422;0.221816019;0.999244754;trefoil factor 3;;;;;
ENSRNOG00000023208;Myorg;2169.68588;0.83751955;-0.255805228;0.209383918;-1.221704277;0.221819478;0.999244754;myogenesis regulating glycosidase;;;;;
ENSRNOG00000005033;Acvr1;1560.802135;1.229514782;0.29808908;0.244018153;1.221585673;0.221864349;0.999244754;activin A receptor type 1;;;;;
ENSRNOG00000056825;NA;1.857746795;26.87496817;4.748191141;3.886934271;1.221577421;0.221867472;0.999244754;NA;;;;;
ENSRNOG00000007764;Frmd4b;1155.074028;0.788632024;-0.342575799;0.280458349;-1.221485473;0.221902263;0.999244754;FERM domain containing 4B;;;;;
ENSRNOG00000015632;Taf1c;275.9443973;0.730908753;-0.452236784;0.370268975;-1.221373688;0.221944565;0.999244754;TATA-box binding protein associated factor; RNA polymerase 1 subunit C;;;;
ENSRNOG00000020088;Klhl26;1264.27887;0.831814861;-0.265665635;0.217516368;-1.221359283;0.221950016;0.999244754;kelch-like family member 26;;;;;
ENSRNOG00000033134;Mef2c;26339.6049;1.259260295;0.332576526;0.272324882;1.221249131;0.221991707;0.999244754;myocyte enhancer factor 2C;;;;;
ENSRNOG00000020519;Olfm2;4034.413939;0.818971895;-0.288114152;0.235978648;-1.220933142;0.222111335;0.999244754;olfactomedin 2;;;;;
ENSRNOG00000017078;Selenon;2088.548056;0.842524036;-0.24721025;0.202516681;-1.220690806;0.22220311;0.999244754;selenoprotein N;;;;;
ENSRNOG00000007359;Gca;1187.645973;0.815119429;-0.29491664;0.241619926;-1.220580786;0.222244785;0.999244754;grancalcin;;;;;
ENSRNOG00000013535;Cdh6;1600.787886;0.747346389;-0.420151019;0.344249365;-1.220484513;0.222281257;0.999244754;cadherin 6;;;;;
ENSRNOG00000014960;Bard1;32.86323811;2.295604189;1.198873912;0.982576164;1.220133314;0.222414341;0.999244754;BRCA1 associated RING domain 1;;;;;
ENSRNOG00000014093;Tom1;1579.508866;0.847044957;-0.239489553;0.1962951;-1.220048551;0.222446471;0.999244754;target of myb1 membrane trafficking protein;;;;;
ENSRNOG00000001517;Pdk1;1815.434328;1.177034408;0.235156495;0.192755105;1.219975446;0.222474183;0.999244754;pyruvate dehydrogenase kinase 1;;;;;
ENSRNOG00000042980;Adam19;1206.535835;1.259348173;0.332677201;0.272717693;1.219859252;0.222518235;0.999244754;ADAM metallopeptidase domain 19;;;;;
ENSRNOG00000052840;Tanc2;11293.53026;1.206631219;0.270984814;0.2221513;1.219820972;0.222532749;0.999244754;tetratricopeptide repeat; ankyrin repeat and coiled-coil containing 2;;;;
ENSRNOG00000030840;Cadm2;11873.11672;0.805626848;-0.311816332;0.255662472;-1.219640604;0.222601147;0.999244754;cell adhesion molecule 2;;;;;
ENSRNOG00000070155;LOC102548446;4.068854343;0.075797821;-3.721699807;3.052547578;-1.219211073;0.22276409;0.999244754;uncharacterized LOC102548446;;;;;
ENSRNOG00000017187;Prmt6;607.7311891;1.236094675;0.305789247;0.25086272;1.218950536;0.222862967;0.999244754;protein arginine methyltransferase 6;;;;;
ENSRNOG00000066600;NA;4.067299288;0.037903867;-4.72151115;3.873677831;-1.218870375;0.222893396;0.999244754;NA;;;;;
ENSRNOG00000018870;Hapln2;461.2014917;0.317648906;-1.654495042;1.357404484;-1.21886664;0.222894813;0.999244754;hyaluronan and proteoglycan link protein 2;;;;;
ENSRNOG00000033026;Dclk3;1494.511546;1.342046181;0.424434316;0.34822455;1.218852365;0.222900232;0.999244754;doublecortin-like kinase 3;;;;;
ENSRNOG00000011315;Med16;1988.123067;0.858959632;-0.219337763;0.179960626;-1.218809735;0.222916416;0.999244754;mediator complex subunit 16;;;;;
ENSRNOG00000049792;Glra3;440.7258506;3.124766194;1.643748246;1.348996634;1.218496922;0.223035194;0.999244754;glycine receptor; alpha 3;;;;
ENSRNOG00000005802;Usp24;6673.381056;1.152016296;0.204161125;0.167564976;1.218399753;0.223072099;0.999244754;ubiquitin specific peptidase 24;;;;;
ENSRNOG00000009856;Sypl1;3779.262347;0.819395924;-0.287367379;0.235894307;-1.218203963;0.223146474;0.999244754;synaptophysin-like 1;;;;;
ENSRNOG00000066901;NA;9.456661799;3.955455961;1.983844009;1.629402312;1.217528657;0.22340314;0.999244754;NA;;;;;
ENSRNOG00000006514;Vezt;3154.539846;1.171014015;0.227758343;0.187071891;1.217490995;0.223417461;0.999244754;vezatin; adherens junctions transmembrane protein;;;;
ENSRNOG00000019199;Cracr2b;52.62295768;0.533219235;-0.907199272;0.745192865;-1.217401983;0.223451309;0.999244754;calcium release activated channel regulator 2B;;;;;
ENSRNOG00000018480;Capn9;5.963038685;0.075799609;-3.721665789;3.057707781;-1.217142401;0.223550041;0.999244754;calpain 9;;;;;
ENSRNOG00000055579;Tmbim6;13958.71079;0.834087254;-0.261729782;0.215070997;-1.216945967;0.223624775;0.999244754;transmembrane BAX inhibitor motif containing 6;;;;;
ENSRNOG00000070383;NA;150.8513417;1.70270187;0.767825852;0.630973953;1.216889934;0.223646096;0.999244754;NA;;;;;
ENSRNOG00000042596;Spata31f1;1.72571489;26.87511442;4.748198992;3.902483807;1.216712029;0.223713801;0.999244754;SPATA31 subfamily F member 1;;;;;
ENSRNOG00000066608;NA;39.61301742;0.494439875;-1.016133;0.835424364;-1.216307596;0.223867769;0.999244754;NA;;;;;
ENSRNOG00000013565;Zfp507;1339.114072;1.202459475;0.265988273;0.218706555;1.216187932;0.22391334;0.999244754;zinc finger protein 507;;;;;
ENSRNOG00000010484;Zdhhc21;4539.226307;1.185455694;0.245441744;0.201838566;1.216029962;0.223973509;0.999244754;zinc finger DHHC-type palmitoyltransferase 21;;;;;
ENSRNOG00000049758;Tbc1d16;1363.349567;0.816722604;-0.292081938;0.240193244;-1.216028946;0.223973896;0.999244754;TBC1 domain family; member 16;;;;
ENSRNOG00000016875;Cbx7;1879.269348;0.836038475;-0.258358758;0.212520622;-1.215687944;0.224103818;0.999244754;chromobox 7;;;;;
ENSRNOG00000019203;Eya2;41.89595731;2.076640959;1.054251803;0.867211682;1.21567989;0.224106888;0.999244754;EYA transcriptional coactivator and phosphatase 2;;;;;
ENSRNOG00000009531;Col9a3;294.9773682;0.590412463;-0.76020492;0.625462165;-1.215429107;0.224202472;0.999244754;collagen type IX alpha 3 chain;;;;;
ENSRNOG00000001611;Rpl24;6622.624907;0.858508972;-0.220094884;0.181085598;-1.215419042;0.224206309;0.999244754;ribosomal protein L24;;;;;
ENSRNOG00000002997;Nherf2;1796.133678;1.332693045;0.414344527;0.340932296;1.215327889;0.224241059;0.999244754;NHERF family PDZ scaffold protein 2;;;;;
ENSRNOG00000018690;Rgs17;2920.056693;0.845301858;-0.242461475;0.199505246;-1.215313781;0.224246438;0.999244754;regulator of G-protein signaling 17;;;;;
ENSRNOG00000011683;Fes;56.7318766;1.897262688;0.923919443;0.760269947;1.215251828;0.224270059;0.999244754;FES proto-oncogene; tyrosine kinase;;;;
ENSRNOG00000028774;Vgll3;39.65678998;0.494440281;-1.016131813;0.836328251;-1.214991616;0.224369289;0.999244754;vestigial-like family member 3;;;;;
ENSRNOG00000006705;Mkks;1062.178557;0.836405084;-0.257726263;0.212137912;-1.214899595;0.224404388;0.999244754;MKKS centrosomal shuttling protein;;;;;
ENSRNOG00000004793;Ncln;1973.792459;0.817687573;-0.290378379;0.239026206;-1.214839095;0.224427467;0.999244754;nicalin;;;;;
ENSRNOG00000020998;NA;22.68392195;0.360532707;-1.471797952;1.211684238;-1.214671203;0.22449152;0.999244754;NA;;;;;
ENSRNOG00000017197;Pdgfb;520.0898707;1.259472458;0.332819573;0.274031149;1.214531906;0.224544674;0.999244754;platelet derived growth factor subunit B;;;;;
ENSRNOG00000059840;Unc5a;3875.124737;1.212092971;0.277500361;0.228532141;1.214272794;0.224643571;0.999244754;unc-5 netrin receptor A;;;;;
ENSRNOG00000018972;Rab18;7287.219725;0.841789598;-0.248468412;0.204655793;-1.214079548;0.224717349;0.999244754;RAB18; member RAS oncogene family;;;;
ENSRNOG00000003723;Wdr26;8456.267228;1.189003661;0.249753157;0.205789533;1.213633919;0.224887549;0.999244754;WD repeat domain 26;;;;;
ENSRNOG00000064574;LOC100909497;3.048911133;0.045483413;-4.458515687;3.673814493;-1.213593037;0.224903167;0.999244754;putative PRAME family member 24-like;;;;;
ENSRNOG00000023356;Eif5b;2655.849203;0.833163963;-0.263327656;0.216987708;-1.213560246;0.224915695;0.999244754;eukaryotic translation initiation factor 5B;;;;;
ENSRNOG00000030747;NA;46.97980854;0.523770513;-0.932993252;0.768853156;-1.213486925;0.22494371;0.999244754;NA;;;;;
ENSRNOG00000011277;Btg4;4.317662424;0.075796123;-3.721732142;3.067298714;-1.213358231;0.224992888;0.999244754;BTG anti-proliferation factor 4;;;;;
ENSRNOG00000046428;Lrrc75b;79.32264363;0.543339997;-0.880072843;0.725326238;-1.21334759;0.224996955;0.999244754;leucine rich repeat containing 75B;;;;;
ENSRNOG00000007519;Tmem43;1179.806454;0.756703832;-0.402199344;0.331483028;-1.213333141;0.225002477;0.999244754;transmembrane protein 43;;;;;
ENSRNOG00000012036;Pcsk5;2139.646981;1.251415613;0.323561009;0.266700317;1.213200693;0.225053099;0.999244754;proprotein convertase subtilisin/kexin type 5;;;;;
ENSRNOG00000051531;Ctu2;278.094899;1.386730406;0.471687341;0.388810566;1.213154638;0.225070703;0.999244754;cytosolic thiouridylase subunit 2;;;;;
ENSRNOG00000023365;NA;5.035643615;8.652031536;3.113038924;2.566330356;1.213031252;0.225117872;0.999244754;NA;;;;;
ENSRNOG00000011124;NA;7152.06855;0.866036829;-0.207499717;0.171086022;-1.212838519;0.225191565;0.999244754;NA;;;;;
ENSRNOG00000063922;NA;827.3279605;1.330045682;0.411475797;0.339331065;1.212608687;0.225279466;0.999244754;NA;;;;;
ENSRNOG00000028417;Neurod2;2060.087307;1.225771015;0.293689496;0.242227038;1.212455462;0.225338081;0.999244754;neuronal differentiation 2;;;;;
ENSRNOG00000015720;Polr2c;1480.89812;0.849459061;-0.235383675;0.194145864;-1.212406336;0.225356877;0.999244754;RNA polymerase II subunit C;;;;;
ENSRNOG00000008310;Mpo;2.128605467;0.0454802;-4.458617587;3.677563724;-1.212383502;0.225365613;0.999244754;myeloperoxidase;;;;;
ENSRNOG00000024907;Tnrc6b;5478.53173;1.162149913;0.216796183;0.178826911;1.212324153;0.225388322;0.999244754;trinucleotide repeat containing adaptor 6B;;;;;
ENSRNOG00000000564;Tbata;20.10199071;0.329630136;-1.601079949;1.320693714;-1.212302241;0.225396706;0.999244754;thymus; brain and testes associated;;;;
ENSRNOG00000025691;Pla2g7;1523.594521;0.819645227;-0.286928503;0.236740499;-1.211995853;0.225513968;0.999244754;phospholipase A2 group VII;;;;;
ENSRNOG00000006231;Ptpro;1234.101105;1.253439471;0.32589233;0.268941203;1.21176051;0.225604069;0.999244754;protein tyrosine phosphatase; receptor type; O;;;
ENSRNOG00000057759;NA;363.7861661;1.3852788;0.470176361;0.388051944;1.211632538;0.225653074;0.999244754;NA;;;;;
ENSRNOG00000049388;Prr32;5.181891652;0.075799347;-3.721670768;3.071952733;-1.21150001;0.225703831;0.999244754;proline rich 32;;;;;
ENSRNOG00000006641;Dbh;6.300212613;0.154520486;-2.694129973;2.22402717;-1.211374577;0.225751878;0.999244754;dopamine beta-hydroxylase;;;;;
ENSRNOG00000014187;Igf1r;2446.025112;1.173760055;0.231137517;0.190819808;1.211286816;0.2257855;0.999244754;insulin-like growth factor 1 receptor;;;;;
ENSRNOG00000024331;Upk1a;5.863985661;0.164819918;-2.601037495;2.147467097;-1.211211803;0.22581424;0.999244754;uroplakin 1A;;;;;
ENSRNOG00000002278;Tec;1064.600796;1.440629627;0.526699479;0.43495083;1.210940279;0.225918294;0.999244754;tec protein tyrosine kinase;;;;;
ENSRNOG00000008334;Crocc;915.6463549;1.333505061;0.4152233;0.342937467;1.210784296;0.225978085;0.999244754;ciliary rootlet coiled-coil; rootletin;;;;
ENSRNOG00000056714;Sla;133.3412902;1.958308812;0.969608286;0.800832854;1.210749885;0.225991277;0.999244754;src-like adaptor;;;;;
ENSRNOG00000066282;NA;3649.635574;0.733783563;-0.446573507;0.368872344;-1.210645132;0.226031439;0.999244754;NA;;;;;
ENSRNOG00000002807;Septin9;4752.824279;1.256799018;0.329753959;0.272500766;1.210102871;0.226239422;0.999244754;septin 9;;;;;
ENSRNOG00000016750;Cyp26a1;39.23132815;0.370831872;-1.43116285;1.182695367;-1.210085783;0.226245978;0.999244754;cytochrome P450; family 26; subfamily a; polypeptide 1;;
ENSRNOG00000058412;Morf4l1;9166.376518;0.860656034;-0.216491323;0.17894019;-1.209852981;0.226335312;0.999244754;mortality factor 4 like 1;;;;;
ENSRNOG00000005538;Psmd11;3985.640873;0.872689073;-0.196460361;0.162421174;-1.209573584;0.22644256;0.999244754;proteasome 26S subunit; non-ATPase 11;;;;
ENSRNOG00000067803;Acaa1b;78.08383986;1.625550286;0.700928187;0.579563251;1.209407576;0.2265063;0.999244754;acetyl-Coenzyme A acyltransferase 1B;;;;;
ENSRNOG00000003707;Zmym3;6862.673279;1.212520763;0.278009451;0.229891936;1.209304928;0.226545718;0.999244754;zinc finger MYM-type containing 3;;;;;
ENSRNOG00000015744;Spata25;12.03927012;0.24722597;-2.016097793;1.667602715;-1.208979678;0.226670653;0.999244754;spermatogenesis associated 25;;;;;
ENSRNOG00000014702;Elovl2;2698.822371;0.813864427;-0.297139604;0.245800513;-1.208864867;0.226714766;0.999244754;ELOVL fatty acid elongase 2;;;;;
ENSRNOG00000057761;Ttf2;396.1125412;1.317514389;0.397818719;0.329099923;1.208808298;0.226736503;0.999244754;transcription termination factor 2;;;;;
ENSRNOG00000012404;Thrsp;716.9662266;0.785248714;-0.34877842;0.288538022;-1.208778024;0.226748137;0.999244754;thyroid hormone responsive;;;;;
ENSRNOG00000065432;Rap2b;2331.614767;1.210564369;0.275679794;0.228073996;1.208729618;0.226766739;0.999244754;RAP2B; member of RAS oncogene family;;;;
ENSRNOG00000020266;Eef2;49246.47609;0.867776534;-0.20460452;0.169272945;-1.208725471;0.226768333;0.999244754;eukaryotic translation elongation factor 2;;;;;
ENSRNOG00000048567;Ankmy1;486.1946542;1.319653893;0.400159602;0.33112216;1.208495387;0.226856769;0.999244754;ankyrin repeat and MYND domain containing 1;;;;;
ENSRNOG00000007174;Utp11;1216.179481;0.841671306;-0.24867116;0.205862114;-1.207950094;0.227066459;0.999244754;UTP11; small subunit processome component;;;;
ENSRNOG00000055049;Aldh1a2;159.4315041;1.888479122;0.917224834;0.759530624;1.207620609;0.227193228;0.999244754;aldehyde dehydrogenase 1 family; member A2;;;;
ENSRNOG00000063237;NA;7.69390186;6.180362816;2.627691534;2.17626569;1.207431402;0.227266048;0.999244754;NA;;;;;
ENSRNOG00000065642;NA;37.75183853;2.334852504;1.223331416;1.013452925;1.207092491;0.227396526;0.999244754;NA;;;;;
ENSRNOG00000017817;Cox4i1;11893.33078;0.863188394;-0.212252628;0.175876025;-1.206830932;0.227497261;0.999244754;cytochrome c oxidase subunit 4i1;;;;;
ENSRNOG00000064749;NA;416.0432979;0.777961905;-0.362228584;0.300159997;-1.206785008;0.227514951;0.999244754;NA;;;;;
ENSRNOG00000033694;Klf16;2457.860748;1.233054764;0.302236876;0.250472133;1.206668674;0.227559768;0.999244754;KLF transcription factor 16;;;;;
ENSRNOG00000063994;NA;555.5930426;0.771009266;-0.375179896;0.310953435;-1.206546879;0.227606695;0.999244754;NA;;;;;
ENSRNOG00000018166;Prkab2;627.8192736;1.261274585;0.334882391;0.277716327;1.205843365;0.227877891;0.999244754;protein kinase AMP-activated non-catalytic subunit beta 2;;;;;
ENSRNOG00000014382;C2cd5;6998.913143;1.174338373;0.231848165;0.192309501;1.205599121;0.227972098;0.999244754;C2 calcium-dependent domain containing 5;;;;;
ENSRNOG00000020646;Sdhaf2;2406.965581;0.863687795;-0.211418192;0.17537301;-1.205534376;0.227997076;0.999244754;succinate dehydrogenase complex assembly factor 2;;;;;
ENSRNOG00000008492;Cfap45;103.2238717;1.710214923;0.77417764;0.642252142;1.205410756;0.228044771;0.999244754;cilia and flagella associated protein 45;;;;;
ENSRNOG00000020271;Tial1;4624.221271;1.151450546;0.20345245;0.168804695;1.205253504;0.228105453;0.999244754;Tia1 cytotoxic granule-associated RNA binding protein-like 1;;;;;
ENSRNOG00000039871;Cep15;1469.712978;1.20027792;0.263368496;0.21856481;1.204990388;0.228207012;0.999244754;centrosomal protein 15;;;;;
ENSRNOG00000050996;Kctd4;1331.885591;1.244007229;0.314994869;0.261527962;1.204440497;0.228419367;0.999244754;potassium channel tetramerization domain containing 4;;;;;
ENSRNOG00000001786;Snx4;3876.597569;1.16437582;0.219556786;0.18229426;1.204408659;0.228431667;0.999244754;sorting nexin 4;;;;;
ENSRNOG00000014285;Ssh2;3734.745914;1.176283629;0.234235969;0.194488469;1.20436944;0.228446818;0.999244754;slingshot protein phosphatase 2;;;;;
ENSRNOG00000002256;Art3;512.7073394;1.305073376;0.384130923;0.319107527;1.203766413;0.228679875;0.999244754;ADP-ribosyltransferase 3;;;;;
ENSRNOG00000024580;Mamstr;77.05919414;0.610602227;-0.711695243;0.591489656;-1.203225172;0.228889197;0.999244754;MEF2 activating motif and SAP domain containing transcriptional regulator;;;;;
ENSRNOG00000022807;Pced1b;761.1458516;1.319554305;0.400050725;0.332536245;1.203028936;0.228965123;0.999244754;PC-esterase domain containing 1B;;;;;
ENSRNOG00000030210;Fndc1;149.2526859;1.500972992;0.585898018;0.487093554;1.202844942;0.22903633;0.999244754;fibronectin type III domain containing 1;;;;;
ENSRNOG00000064499;LOC100912209;9.765693821;3.531683043;1.820355872;1.513470616;1.202769219;0.229065639;0.999244754;uncharacterized LOC100912209;;;;;
ENSRNOG00000029903;Spock3;3709.148018;0.550311259;-0.86168025;0.716466423;-1.202680576;0.229099953;0.999244754;SPARC/osteonectin; cwcv and kazal like domains proteoglycan 3;;;;
ENSRNOG00000042445;NA;25.42912707;0.353172847;-1.501553666;1.248711257;-1.202482686;0.22917657;0.999244754;NA;;;;;
ENSRNOG00000011407;Prag1;1986.634554;1.288219552;0.365378493;0.303869505;1.202419088;0.229201198;0.999244754;PEAK1 related kinase activating pseudokinase 1;;;;;
ENSRNOG00000005058;Lpcat4;3016.750928;0.794238042;-0.33235663;0.276407756;-1.202414269;0.229203063;0.999244754;lysophosphatidylcholine acyltransferase 4;;;;;
ENSRNOG00000003354;Pabpc5;36.05435457;0.422084625;-1.244395818;1.034941942;-1.202382247;0.229215464;0.999244754;poly A binding protein; cytoplasmic 5;;;;
ENSRNOG00000016147;Slc17a6;927.4737107;0.726761052;-0.460446989;0.38300144;-1.202206942;0.229283361;0.999244754;solute carrier family 17 member 6;;;;;
ENSRNOG00000021437;Hspg2;488.9430514;1.580053251;0.659973181;0.549060054;1.202005456;0.229361414;0.999244754;heparan sulfate proteoglycan 2;;;;;
ENSRNOG00000004292;Sptssa;1439.368467;0.827602969;-0.272989275;0.227185717;-1.201612839;0.229513565;0.999244754;serine palmitoyltransferase; small subunit A;;;;
ENSRNOG00000042326;Smpdl3b;485.8076324;0.731989607;-0.45010493;0.374633101;-1.201455313;0.229574631;0.999244754;sphingomyelin phosphodiesterase; acid-like 3B;;;;
ENSRNOG00000069434;NA;1447.184833;1.260332049;0.333803878;0.277846264;1.201397755;0.229596947;0.999244754;NA;;;;;
ENSRNOG00000026260;Rpl11;4148.831465;0.842756448;-0.246812335;0.205444751;-1.201356246;0.229613041;0.999244754;ribosomal protein L11;;;;;
ENSRNOG00000017243;Bnip3;4179.513354;0.825034433;-0.277473763;0.230988894;-1.201242875;0.229657002;0.999244754;BCL2 interacting protein 3;;;;;
ENSRNOG00000022411;NA;6.050497021;0.190177304;-2.394583015;1.994557677;-1.200558421;0.229922538;0.999244754;NA;;;;;
ENSRNOG00000009308;Bcl2l10;31.48319012;0.422083857;-1.244398442;1.036528463;-1.200544401;0.229927979;0.999244754;Bcl2-like 10;;;;;
ENSRNOG00000048726;Clec2d;21.49578778;0.274694785;-1.864098574;1.552856714;-1.200431796;0.229971686;0.999244754;C-type lectin domain family 2; member D;;;;
ENSRNOG00000026589;Dpy19l1;5379.410895;0.74462951;-0.425405303;0.354402787;-1.200344125;0.23000572;0.999244754;dpy-19 like C-mannosyltransferase 1;;;;;
ENSRNOG00000053706;Lonrf1;2102.697936;1.185695992;0.245734156;0.204758237;1.200118538;0.230093307;0.999244754;LON peptidase N-terminal domain and ring finger 1;;;;;
ENSRNOG00000002781;Kdsr;722.0187776;0.812840586;-0.298955656;0.249142591;-1.199937973;0.230163431;0.999244754;3-ketodihydrosphingosine reductase;;;;;
ENSRNOG00000055292;LOC120102832;1.492028483;26.87572254;4.748231636;3.957374572;1.199843874;0.230199981;0.999244754;RNA-binding protein 12B-A-like;;;;;
ENSRNOG00000069437;NA;5.669340348;0.154519115;-2.694142775;2.246092718;-1.199479769;0.230341447;0.999244754;NA;;;;;
ENSRNOG00000003720;Prrx1;846.0269199;1.204919436;0.268936687;0.224231463;1.199370883;0.230383764;0.999244754;paired related homeobox 1;;;;;
ENSRNOG00000010899;Bfsp2;11.74624036;0.264883886;-1.916568015;1.59825412;-1.199163506;0.230464374;0.999244754;beaded filament structural protein 2;;;;;
ENSRNOG00000027722;H1f10;136.8402195;1.528504843;0.612121124;0.510488677;1.199088543;0.230493518;0.999244754;H1.10 linker histone;;;;;
ENSRNOG00000017023;Tcf25;18837.32618;0.864967426;-0.209282292;0.174553392;-1.198958604;0.230544042;0.999244754;transcription factor 25;;;;;
ENSRNOG00000062365;NA;26.93819963;2.22497048;1.153786195;0.962482485;1.198760718;0.230621001;0.999244754;NA;;;;;
ENSRNOG00000012564;Steep1;1252.644262;0.840256503;-0.251098293;0.209507718;-1.198515715;0.230716309;0.999244754;STING1 ER exit protein 1;;;;;
ENSRNOG00000025353;Ears2;244.8464925;1.401315945;0.486782267;0.40621111;1.19834799;0.230781571;0.999244754;glutamyl-tRNA synthetase 2; mitochondrial;;;;
ENSRNOG00000025001;Pcolce;35.49993275;0.426243357;-1.230250747;1.026797344;-1.198143678;0.230861087;0.999244754;procollagen C-endopeptidase enhancer;;;;;
ENSRNOG00000033556;Spen;3957.630478;1.216264399;0.282456884;0.235749787;1.198121484;0.230869726;0.999244754;spen family transcriptional repressor;;;;;
ENSRNOG00000019425;Gabarapl2;3245.187237;0.848864816;-0.236393275;0.197344462;-1.197871342;0.230967108;0.999244754;GABA type A receptor associated protein like 2;;;;;
ENSRNOG00000002753;Adam11;4454.158832;1.159557278;0.213574085;0.178388219;1.197243218;0.231211769;0.999244754;ADAM metallopeptidase domain 11;;;;;
ENSRNOG00000030049;Znhit6;1542.770841;0.85149862;-0.231923904;0.1937301;-1.197149556;0.231248268;0.999244754;zinc finger; HIT-type containing 6;;;;
ENSRNOG00000016472;Marchf4;1953.371066;1.247667432;0.319233432;0.26670099;1.196971304;0.23131774;0.999244754;membrane associated ring-CH-type finger 4;;;;;
