x;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;;
ENSRNOG00000006204;Slc30a3;2793.95826;0.693012088;-0.529047577;0.235112331;-2.250190683;0.024436843;0.998987911;solute carrier family 30 member 3;;;;;
ENSRNOG00000006206;Tmem106b;3465.632976;0.967529322;-0.047622711;0.159848808;-0.297923466;0.765761577;0.998987911;transmembrane protein 106B;;;;;
ENSRNOG00000006209;Mbd6;825.0020274;1.037616315;0.053273069;0.243811745;0.218500831;0.827038911;0.998987911;methyl-CpG binding domain protein 6;;;;;
ENSRNOG00000006217;Wiz;1822.070885;1.013563537;0.019436529;0.159650919;0.121743923;0.903101827;0.998987911;WIZ zinc finger;;;;;
ENSRNOG00000006221;Uba3;2933.064251;1.025677893;0.036577734;0.163778946;0.223335993;0.823274017;0.998987911;ubiquitin-like modifier activating enzyme 3;;;;;
ENSRNOG00000006224;Klhl31;6.410958106;1.255011898;0.327701041;0.899091293;0.364480275;0.715499401;0.998987911;kelch-like family member 31;;;;;
ENSRNOG00000006227;Ifih1;236.7664628;1.112303334;0.153550276;0.148995601;1.030569187;0.302742892;0.998987911;interferon induced with helicase C domain 1;;;;;
ENSRNOG00000006228;Pdia4;1515.904995;1.151849049;0.203951663;0.132761164;1.536229843;0.124482019;0.998987911;protein disulfide isomerase family A; member 4;;;;
ENSRNOG00000006231;Ptpro;944.4631908;1.05971098;0.083670845;0.126185384;0.663078736;0.507280129;0.998987911;protein tyrosine phosphatase; receptor type; O;;;
ENSRNOG00000006235;Nell2;24869.26957;0.906726618;-0.141260457;0.123087816;-1.147639641;0.251117358;0.998987911;neural EGFL like 2;;;;;
ENSRNOG00000006236;Dsn1;84.0522967;0.822635493;-0.281674777;0.231208629;-1.218271038;0.223120992;0.998987911;DSN1 component of MIS12 kinetochore complex;;;;;
ENSRNOG00000006237;Gpr37l1;4350.721379;0.84540733;-0.242281474;0.224872286;-1.077418115;0.281293515;0.998987911;G protein-coupled receptor 37-like 1;;;;;
ENSRNOG00000006238;Traf2;269.5969878;0.889230394;-0.169370834;0.197356045;-0.85819937;0.390782384;0.998987911;Tnf receptor-associated factor 2;;;;;
ENSRNOG00000006241;Marchf7;3453.467445;1.064215211;0.089789929;0.108778006;0.825441951;0.409120726;0.998987911;membrane associated ring-CH-type finger 7;;;;;
ENSRNOG00000006244;Lztfl1;758.9371579;1.075281405;0.104714268;0.177655806;0.589422158;0.555578116;0.998987911;leucine zipper transcription factor-like 1;;;;;
ENSRNOG00000006247;Copa;7039.369244;0.951376013;-0.071912444;0.103505872;-0.694766807;0.487201453;0.998987911;COPI coat complex subunit alpha;;;;;
ENSRNOG00000006248;Trim37;10755.22688;0.994919145;-0.007348809;0.15638254;-0.046992515;0.962519193;0.998987911;tripartite motif-containing 37;;;;;
ENSRNOG00000006255;Nipal4;153.8556368;1.516960364;0.60118339;0.36292287;1.656504562;0.097619682;0.998987911;NIPA-like domain containing 4;;;;;
ENSRNOG00000006261;Papolg;1301.849298;0.998483823;-0.002189041;0.111797838;-0.019580354;0.984378136;0.998987911;poly(A) polymerase gamma;;;;;
ENSRNOG00000006264;Itfg2;680.0231189;1.066522599;0.092914536;0.194531684;0.477631889;0.63291223;0.998987911;integrin alpha FG-GAP repeat containing 2;;;;;
ENSRNOG00000006278;Tspyl5;465.8300986;0.825566321;-0.276543978;0.189399108;-1.460112358;0.144259197;0.998987911;TSPY-like 5;;;;;
ENSRNOG00000006280;Pcsk9;2.678817507;0.33797529;-1.565010323;1.054865985;-1.483610568;0.137912264;0.998987911;proprotein convertase subtilisin/kexin type 9;;;;;
ENSRNOG00000006283;LOC100359922;1891.782305;0.859140395;-0.219034189;0.196614362;-1.114029449;0.265266553;0.998987911;60S ribosomal protein L13-like;;;;;
ENSRNOG00000006285;Tlk2;2282.548479;1.111453644;0.152447779;0.154718252;0.985325113;0.324464401;0.998987911;tousled-like kinase 2;;;;;
ENSRNOG00000006298;Cpne3;959.1807262;1.092486361;0.127615269;0.124496188;1.025053625;0.305337886;0.998987911;copine 3;;;;;
ENSRNOG00000006302;Gclc;2488.377001;0.969130373;-0.045237337;0.112089501;-0.403582286;0.686519914;0.998987911;glutamate-cysteine ligase; catalytic subunit;;;;
ENSRNOG00000006304;Mdm2;1167.069604;1.15085984;0.202712142;0.143424049;1.413376231;0.157545131;0.998987911;MDM2 proto-oncogene;;;;;
ENSRNOG00000006305;Slc38a2;5119.532117;0.983983095;-0.023294565;0.146301703;-0.159222787;0.873493352;0.998987911;solute carrier family 38; member 2;;;;
ENSRNOG00000006311;Ccr9;2.105178286;0.4106768;-1.283924646;1.169608552;-1.097738764;0.272318578;0.998987911;C-C motif chemokine receptor 9;;;;;
ENSRNOG00000006314;Zbp1;4.021050989;1.250721813;0.32276094;0.975243108;0.330954341;0.740678975;0.998987911;Z-DNA binding protein 1;;;;;
ENSRNOG00000006319;Cxcr6;8.156280517;0.565176199;-0.823227385;0.597907531;-1.376847326;0.168559455;0.998987911;C-X-C motif chemokine receptor 6;;;;;
ENSRNOG00000006324;NA;588.6437136;0.776816045;-0.364355096;0.207673841;-1.754458311;0.079352007;0.998987911;NA;;;;;
ENSRNOG00000006327;Rcc2;2079.780844;0.883831243;-0.178157164;0.1803988;-0.987573996;0.323361327;0.998987911;regulator of chromosome condensation 2;;;;;
ENSRNOG00000006328;Wwp1;2119.199648;1.061847206;0.086576186;0.197768281;0.437765779;0.66155608;0.998987911;WW domain containing E3 ubiquitin protein ligase 1;;;;;
ENSRNOG00000006329;Peli1;1410.294987;1.045940095;0.064800225;0.107231955;0.604299578;0.545644487;0.998987911;pellino E3 ubiquitin protein ligase 1;;;;;
ENSRNOG00000006330;Elf3;2.205756459;1.52276344;0.606691838;1.149032514;0.528002325;0.597497723;0.998987911;E74 like ETS transcription factor 3;;;;;
ENSRNOG00000006331;Elovl5;3331.745743;0.947933406;-0.077142384;0.072699516;-1.061112752;0.288638664;0.998987911;ELOVL fatty acid elongase 5;;;;;
ENSRNOG00000006334;Txndc16;2511.206956;1.053185972;0.07476021;0.105879621;0.706086868;0.480134118;0.998987911;thioredoxin domain containing 16;;;;;
ENSRNOG00000006336;Fyco1;879.7531739;1.014718002;0.021078847;0.097945226;0.215210559;0.829603159;0.998987911;FYVE and coiled-coil domain autophagy adaptor 1;;;;;
ENSRNOG00000006338;Lrp6;1909.187199;1.044322607;0.062567451;0.086234962;0.725546223;0.468116999;0.998987911;LDL receptor related protein 6;;;;;
ENSRNOG00000006340;Memo1;2597.631059;1.199861038;0.26286733;0.110999278;2.368189557;0.017875375;0.998987911;mediator of cell motility 1;;;;;
ENSRNOG00000006345;Sec61b;429.9248694;0.848620285;-0.23680893;0.145420157;-1.628446391;0.103430268;0.998987911;SEC61 translocon subunit beta;;;;;
ENSRNOG00000006350;Tle6;12.70390466;1.229276211;0.297809117;0.504702651;0.590068462;0.555144752;0.998987911;TLE family member 6; subcortical maternal complex member;;;;
ENSRNOG00000006353;Large2;15.051852;1.071569641;0.099725613;0.441801517;0.225724923;0.821415373;0.998987911;LARGE xylosyl- and glucuronyltransferase 2;;;;;
ENSRNOG00000006355;Akap8l;5930.743546;1.107256956;0.146990061;0.193091729;0.761244729;0.446510906;0.998987911;A-kinase anchoring protein 8 like;;;;;
ENSRNOG00000006356;C14h2orf73;74.52946975;1.285987817;0.362876975;0.347875513;1.043123077;0.296891294;0.998987911;similar to human chromosome 2 open reading frame 73;;;;;
ENSRNOG00000006357;Sgip1;16011.49555;1.035099924;0.049770046;0.124756092;0.398938807;0.689938294;0.998987911;SH3GL interacting endocytic adaptor 1;;;;;
ENSRNOG00000006359;Galk1;310.9049196;0.899410397;-0.152948534;0.227015789;-0.673735228;0.500479661;0.998987911;galactokinase 1;;;;;
ENSRNOG00000006364;Dld;5762.658188;0.9529563;-0.069518037;0.119183848;-0.583284049;0.559702099;0.998987911;dihydrolipoamide dehydrogenase;;;;;
ENSRNOG00000006365;Asb15;8.016700351;2.213243394;1.146162115;0.753847891;1.520415629;0.128406549;0.998987911;ankyrin repeat and SOCS box containing 15;;;;;
ENSRNOG00000006367;Slc5a8;9.200154432;1.779233094;0.831255528;0.47702267;1.742591245;0.08140504;0.998987911;solute carrier family 5 member 8;;;;;
ENSRNOG00000006368;Lrrn3;2896.181081;0.996998026;-0.004337447;0.198238134;-0.021879985;0.982543691;0.998987911;leucine rich repeat neuronal 3;;;;;
ENSRNOG00000006369;Alg2;5144.814202;0.936079311;-0.095297326;0.140831969;-0.676673955;0.498612845;0.998987911;ALG2; alpha-1;03-ene;6-mannosyltransferase;;
ENSRNOG00000006370;RGD1310852;299.8188057;0.913790184;-0.130065151;0.147385302;-0.88248386;0.377515204;0.998987911;similar to RIKEN cDNA 9130401M01;;;;;
ENSRNOG00000006375;Vdac1;8483.50379;0.915942303;-0.126671372;0.121300551;-1.044276978;0.296357261;0.998987911;voltage-dependent anion channel 1;;;;;
ENSRNOG00000006378;Mga;3417.963206;1.064433795;0.090086221;0.117817307;0.764626377;0.444494058;0.998987911;MAX dimerization protein MGA;;;;;
ENSRNOG00000006380;Srsf6;3606.833346;1.136440491;0.18452214;0.090892558;2.030112739;0.042345081;0.998987911;serine and arginine rich splicing factor 6;;;;;
ENSRNOG00000006383;Atoh1;0.962136584;3.58288462;1.841121585;1.741749968;1.057052745;0.290487516;0.998987911;atonal bHLH transcription factor 1;;;;;
ENSRNOG00000006384;Rig1;345.8880005;0.964451448;-0.052219482;0.176978702;-0.295060825;0.767947416;0.998987911;RNA sensor RIG-1;;;;;
ENSRNOG00000006388;Pygl;197.1488577;1.044207504;0.062408432;0.229571694;0.271847242;0.785739479;0.998987911;glycogen phosphorylase L;;;;;
ENSRNOG00000006391;Smarcad1;1862.986453;1.11457084;0.156488315;0.102404157;1.528144163;0.126476749;0.998987911;SWI/SNF-related; matrix-associated actin-dependent regulator of chromatin; subfamily a; containing DEAD/H box 1`;;
ENSRNOG00000006392;Xrcc6;725.644998;1.043084076;0.060855448;0.093709077;0.649408255;0.51607453;0.998987911;X-ray repair cross complementing 6;;;;;
ENSRNOG00000006393;Sirt6;611.8051478;0.914969721;-0.128204094;0.184232;-0.695883959;0.486501504;0.998987911;sirtuin 6;;;;;
ENSRNOG00000006394;Tbc1d10a;591.1141174;0.904501543;-0.144805131;0.134504449;-1.076582457;0.281666845;0.998987911;TBC1 domain family; member 10a;;;;
ENSRNOG00000006395;Tldc2;8.603219919;1.009349234;0.013425433;0.622252499;0.021575538;0.982786546;0.998987911;TBC/LysM-associated domain containing 2;;;;;
ENSRNOG00000006397;Chrm5;20.43847724;0.87883938;-0.186328578;0.720223267;-0.258709467;0.795859414;0.998987911;cholinergic receptor; muscarinic 5;;;;
ENSRNOG00000006398;Abcb5;10.63686394;1.069655587;0.097146345;0.448805195;0.216455483;0.828632722;0.998987911;ATP binding cassette subfamily B member 5;;;;;
ENSRNOG00000006399;Synj2bp;3126.012418;1.053377601;0.075022687;0.132709766;0.56531399;0.571860214;0.998987911;synaptojanin 2 binding protein;;;;;
ENSRNOG00000006400;Tbc1d14;3649.504727;0.97090189;-0.042602577;0.080594099;-0.528606654;0.597078343;0.998987911;TBC1 domain family; member 14;;;;
ENSRNOG00000006403;Nectin1;2788.379381;0.789603416;-0.340799864;0.139249002;-2.447413325;0.014388573;0.998987911;nectin cell adhesion molecule 1;;;;;
ENSRNOG00000006410;Akap5;6240.208374;0.965099887;-0.051249827;0.270354145;-0.18956553;0.8496496;0.998987911;A-kinase anchoring protein 5;;;;;
ENSRNOG00000006412;Zhx1;1235.644396;0.891512986;-0.165672283;0.115375967;-1.435934079;0.1510211;0.998987911;zinc fingers and homeoboxes 1;;;;;
ENSRNOG00000006418;Samhd1;234.0358032;1.14729416;0.198235337;0.187302477;1.058370078;0.289886755;0.998987911;SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1;;;;;
ENSRNOG00000006419;Aven;434.1485653;0.944442519;-0.082465101;0.142366266;-0.579246081;0.562423142;0.998987911;apoptosis and caspase activation inhibitor;;;;;
ENSRNOG00000006420;Rbm38;106.4382156;0.923238106;-0.115225324;0.252784497;-0.455824329;0.648516308;0.998987911;RNA binding motif protein 38;;;;;
ENSRNOG00000006422;Kcnk16;6.821097527;1.780180122;0.832023223;0.961308277;0.865511349;0.38675819;0.998987911;potassium two pore domain channel subfamily K member 16;;;;;
ENSRNOG00000006426;Syt1;34075.44964;1.04562584;0.064366699;0.179075247;0.359439398;0.719266406;0.998987911;synaptotagmin 1;;;;;
ENSRNOG00000006432;Trnt1;1263.285004;1.051739246;0.072777066;0.157094536;0.46326924;0.643171391;0.998987911;tRNA nucleotidyl transferase 1;;;;;
ENSRNOG00000006435;Tor1b;510.108644;0.891978348;-0.164919404;0.171026926;-0.964289117;0.334900996;0.998987911;torsin family 1; member B;;;;
ENSRNOG00000006440;Ift27;201.5457866;0.891472005;-0.165738602;0.188049557;-0.881355981;0.378125175;0.998987911;intraflagellar transport 27;;;;;
ENSRNOG00000006441;Zbtb25;729.3283889;1.125915769;0.171098902;0.140761701;1.215521696;0.224167179;0.998987911;zinc finger and BTB domain containing 25;;;;;
ENSRNOG00000006444;Fkbp4;3646.136836;0.988834827;-0.016198539;0.137424675;-0.11787213;0.906168976;0.998987911;FKBP prolyl isomerase 4;;;;;
ENSRNOG00000006459;NA;689.3990023;1.166370955;0.2220267;0.309716683;0.716870326;0.473454113;0.998987911;NA;;;;;
ENSRNOG00000006460;Amdhd2;286.7225273;0.937631228;-0.092907475;0.230653318;-0.40280138;0.687094346;0.998987911;amidohydrolase domain containing 2;;;;;
ENSRNOG00000006462;Ero1a;5089.23655;1.072285237;0.100688726;0.198319762;0.507708989;0.611657444;0.998987911;endoplasmic reticulum oxidoreductase 1 alpha;;;;;
ENSRNOG00000006467;Eif2b2;884.0881637;0.96812394;-0.046736341;0.112507233;-0.415407438;0.677843663;0.998987911;eukaryotic translation initiation factor 2B subunit beta;;;;;
ENSRNOG00000006469;Cdk2;151.3976453;0.955965675;-0.064969278;0.254666216;-0.255115417;0.798633957;0.998987911;cyclin dependent kinase 2;;;;;
ENSRNOG00000006470;Camk1g;1340.275354;0.927951019;-0.107879439;0.117164811;-0.920749483;0.357181235;0.998987911;calcium/calmodulin-dependent protein kinase IG;;;;;
ENSRNOG00000006471;NA;750.633348;0.981693211;-0.026655856;0.372075436;-0.071640999;0.942887611;0.998987911;NA;;;;;
ENSRNOG00000006472;Hspa2;471.9208981;0.981052208;-0.027598182;0.190022916;-0.14523607;0.884524488;0.998987911;heat shock protein family A (Hsp70) member 2;;;;;
ENSRNOG00000006478;Gja10;1.46720358;0.49086495;-1.026601939;1.264206497;-0.812052415;0.416761556;0.998987911;gap junction protein; alpha 10;;;;
ENSRNOG00000006483;Heatr5a;918.0710799;1.154405233;0.207149744;0.175353291;1.181327951;0.237472468;0.998987911;HEAT repeat containing 5A;;;;;
ENSRNOG00000006485;Topors;1374.724499;1.068432947;0.095496369;0.193270272;0.494107907;0.621229974;0.998987911;TOP1 binding arginine/serine rich protein; E3 ubiquitin ligase;;;;
ENSRNOG00000006486;Reg1a;1.493440401;0.690421937;-0.534449791;1.966200713;-0.271818532;0.785761555;0.998987911;regenerating family member 1 alpha;;;;;
ENSRNOG00000006487;Casp8ap2;1023.028413;1.045992354;0.064872306;0.183333894;0.353847857;0.723452906;0.998987911;caspase 8 associated protein 2;;;;;
ENSRNOG00000006490;Neo1;4562.57291;1.168431501;0.224573159;0.113739121;1.974458363;0.048329647;0.998987911;neogenin 1;;;;;
ENSRNOG00000006494;Tubg2;699.7181759;0.936999397;-0.093879975;0.149389294;-0.628425053;0.529725529;0.998987911;tubulin; gamma 2;;;;
ENSRNOG00000006499;Cops5;2238.495453;1.00505215;0.007270362;0.128155116;0.056730957;0.954759514;0.998987911;COP9 signalosome subunit 5;;;;;
ENSRNOG00000006500;Snf8;1672.241782;0.910069788;-0.135950914;0.13335256;-1.019484846;0.307972844;0.998987911;SNF8 subunit of ESCRT-II;;;;;
ENSRNOG00000006503;Frmd3;829.5765978;1.185207559;0.245139733;0.130908591;1.872602327;0.06112332;0.998987911;FERM domain containing 3;;;;;
ENSRNOG00000006505;Borcs5;816.0664518;1.062800541;0.087870868;0.140560768;0.625145047;0.531875865;0.998987911;BLOC-1 related complex subunit 5;;;;;
ENSRNOG00000006508;Thnsl2;228.4941732;0.928032362;-0.107752979;0.175212238;-0.614985462;0.538564321;0.998987911;threonine synthase-like 2;;;;;
ENSRNOG00000006509;Srgap3;7393.277652;1.026124984;0.037206465;0.08633701;0.430944565;0.666508678;0.998987911;SLIT-ROBO Rho GTPase activating protein 3;;;;;
ENSRNOG00000006513;Borcs6;427.695641;0.802151431;-0.318053479;0.208278877;-1.527055857;0.126747122;0.998987911;BLOC-1 related complex subunit 6;;;;;
ENSRNOG00000006514;Vezt;2620.187688;1.013335433;0.019111813;0.114246604;0.167285609;0.867145327;0.998987911;vezatin; adherens junctions transmembrane protein;;;;
ENSRNOG00000006515;Klhl15;362.6779177;1.041455001;0.058600505;0.15982947;0.366643927;0.713884638;0.998987911;kelch-like family member 15;;;;;
ENSRNOG00000006519;Tmem107;99.63475219;1.007611732;0.010939825;0.18690261;0.058532223;0.953324696;0.998987911;transmembrane protein 107;;;;;
ENSRNOG00000006523;Atl2;3127.865967;0.970179611;-0.043676234;0.088945299;-0.491046011;0.623393906;0.998987911;atlastin GTPase 2;;;;;
ENSRNOG00000006526;Sema3c;2995.49333;1.047546517;0.067014309;0.303060394;0.221125261;0.824994902;0.998987911;semaphorin 3C;;;;;
ENSRNOG00000006527;Slc6a1;12005.79826;0.828567618;-0.271308656;0.103732859;-2.615455296;0.008910859;0.998987911;solute carrier family 6 member 1;;;;;
ENSRNOG00000006532;H3f3b;5914.825042;0.962080548;-0.05577041;0.100456233;-0.555171221;0.578777552;0.998987911;H3.3 histone B;;;;;
ENSRNOG00000006534;Crbn;2884.526714;1.030442785;0.043264402;0.129270691;0.334680677;0.737865979;0.998987911;cereblon;;;;;
ENSRNOG00000006539;Pex16;451.178641;1.019698019;0.028141965;0.206435635;0.136323196;0.891565787;0.998987911;peroxisomal biogenesis factor 16;;;;;
ENSRNOG00000006541;Nup107;789.4153676;1.025700635;0.036609721;0.119817939;0.305544573;0.759951427;0.998987911;nucleoporin 107;;;;;
ENSRNOG00000006542;Atp6v0c;17765.12466;0.897624005;-0.155816836;0.139988687;-1.113067344;0.265679508;0.998987911;ATPase H+ transporting V0 subunit C;;;;;
ENSRNOG00000006545;Septin7;14257.33604;1.17277294;0.229923721;0.206078834;1.115707601;0.264547316;0.998987911;septin 7;;;;;
ENSRNOG00000006548;Mrc2;525.3404193;0.810580509;-0.30297261;0.361356374;-0.838431621;0.401788337;0.998987911;mannose receptor; C type 2;;;;
ENSRNOG00000006549;Fndc9;3.055862335;0.699174583;-0.516275356;0.836500407;-0.617184823;0.537112825;0.998987911;fibronectin type III domain containing 9;;;;;
ENSRNOG00000006551;Dcaf15;471.522423;0.952236267;-0.070608518;0.270198331;-0.261321076;0.793844915;0.998987911;DDB1 and CUL4 associated factor 15;;;;;
ENSRNOG00000006553;Bnc2;65.3734764;0.259726152;-1.944936808;0.908057213;-2.141865932;NA;NA;basonuclin zinc finger protein 2;;;;;
ENSRNOG00000006554;Fam149b1;2367.610891;1.03119553;0.044317915;0.09827082;0.450977362;0.652005865;0.998987911;family with sequence similarity 149; member B1;;;;
ENSRNOG00000006557;Cyfip2;79386.13749;0.901427614;-0.149716449;0.151196506;-0.990211039;0.322070978;0.998987911;cytoplasmic FMR1 interacting protein 2;;;;;
ENSRNOG00000006559;Akap8;2512.907615;1.121361698;0.165251698;0.140617821;1.175183178;0.239921439;0.998987911;A-kinase anchoring protein 8;;;;;
ENSRNOG00000006565;Fstl4;1833.192601;0.870422705;-0.200211905;0.262120372;-0.763816653;0.444976512;0.998987911;follistatin-like 4;;;;;
ENSRNOG00000006569;Itgb8;3708.575258;0.956289245;-0.064481044;0.147809366;-0.436244645;0.662659239;0.998987911;integrin subunit beta 8;;;;;
ENSRNOG00000006570;Plekhg3;1769.171667;1.585743661;0.665159575;0.31812264;2.090890405;0.036537889;0.998987911;pleckstrin homology and RhoGEF domain containing G3;;;;;
ENSRNOG00000006575;Ccdc96;90.27000129;1.016602882;0.023756227;0.274375155;0.086583009;0.931002972;0.998987911;coiled-coil domain containing 96;;;;;
ENSRNOG00000006576;Bms1;1981.702797;1.108891934;0.149118776;0.118875164;1.254414899;0.20969124;0.998987911;BMS1 ribosome biogenesis factor;;;;;
ENSRNOG00000006578;Odf1;2.546560088;0.838540267;-0.254048031;1.145743487;-0.221732032;0.824522493;0.998987911;outer dense fiber of sperm tails 1;;;;;
ENSRNOG00000006582;Aptx;956.6077788;1.003654215;0.005262308;0.091017696;0.057816323;0.953894936;0.998987911;aprataxin;;;;;
ENSRNOG00000006583;Hpgds;47.65060833;0.86446463;-0.210121158;0.274934499;-0.764258972;0.44471293;0.998987911;hematopoietic prostaglandin D synthase;;;;;
ENSRNOG00000006587;Setd3;7780.061295;0.986529303;-0.019566191;0.115796238;-0.168970869;0.865819555;0.998987911;SET domain containing 3; actin N3(tau)-histidine methyltransferase;;;;
ENSRNOG00000006588;Meox2;6.272862026;1.421685358;0.507602208;0.901549932;0.563032828;0.57341253;0.998987911;mesenchyme homeobox 2;;;;;
ENSRNOG00000006589;Mif;1535.621912;0.88436616;-0.177284273;0.186843187;-0.948839911;0.34270204;0.998987911;macrophage migration inhibitory factor;;;;;
ENSRNOG00000006593;Grpel1;1056.563955;0.867942989;-0.204327813;0.155235423;-1.316244768;0.188091902;0.998987911;GrpE-like 1; mitochondrial;;;;
ENSRNOG00000006595;Htr3a;250.9296702;0.856509769;-0.223458394;0.234950606;-0.951086688;0.341560372;0.998987911;5-hydroxytryptamine receptor 3A;;;;;
ENSRNOG00000006600;Unk;659.6913584;1.002522148;0.00363411;0.165165981;0.022002773;0.982445744;0.998987911;unk zinc finger;;;;;
ENSRNOG00000006604;Thy1;20694.28178;0.894236527;-0.161271618;0.175622388;-0.918286215;0.358469042;0.998987911;Thy-1 cell surface antigen;;;;;
ENSRNOG00000006608;Tmem70;1148.304972;1.005465825;0.007864047;0.127756315;0.061555052;0.950917173;0.998987911;transmembrane protein 70;;;;;
ENSRNOG00000006611;Nostrin;204.46922;0.956060311;-0.064826465;0.361598545;-0.179277449;0.857719853;0.998987911;nitric oxide synthase trafficking;;;;;
ENSRNOG00000006615;Mtap;755.0772531;1.219285285;0.286035723;0.160482994;1.782342886;0.074693333;0.998987911;methylthioadenosine phosphorylase;;;;;
ENSRNOG00000006617;Cntnap2;11138.61294;1.069871645;0.097437723;0.172291443;0.56554012;0.571706444;0.998987911;contactin associated protein 2;;;;;
ENSRNOG00000006619;Dnajc9;726.04128;0.963190226;-0.054107343;0.09156586;-0.590911757;0.554579548;0.998987911;DnaJ heat shock protein family (Hsp40) member C9;;;;;
ENSRNOG00000006622;Cry1;476.050905;1.045963437;0.064832421;0.1062835;0.609995168;0.541865009;0.998987911;cryptochrome circadian regulator 1;;;;;
ENSRNOG00000006623;Cd302;560.5495483;0.964976193;-0.051434744;0.184856075;-0.278242111;0.780826511;0.998987911;CD302 molecule;;;;;
ENSRNOG00000006628;Dusp16;449.5676909;1.052025226;0.073169299;0.125872539;0.581296761;0.561040464;0.998987911;dual specificity phosphatase 16;;;;;
ENSRNOG00000006631;Sema3e;955.8636521;1.122326801;0.166492823;0.286398946;0.581331829;0.561016833;0.998987911;semaphorin 3E;;;;;
ENSRNOG00000006632;Rps6ka3;5077.362926;1.117391287;0.160134475;0.138666712;1.154815551;0.248165968;0.998987911;ribosomal protein S6 kinase A3;;;;;
ENSRNOG00000006639;Scn9a;424.5672587;1.349065561;0.431960462;0.377309334;1.144844356;0.252273637;0.998987911;sodium voltage-gated channel alpha subunit 9;;;;;
ENSRNOG00000006641;Dbh;7.830924225;0.907485088;-0.140054157;0.670496334;-0.208881317;0.834540889;0.998987911;dopamine beta-hydroxylase;;;;;
ENSRNOG00000006642;Yipf6;2908.946197;0.976121906;-0.034866761;0.145367066;-0.239853234;0.810444037;0.998987911;Yip1 domain family; member 6;;;;
ENSRNOG00000006644;Kdm4c;1618.897557;1.063424181;0.088717177;0.098437625;0.901252717;0.367453968;0.998987911;lysine demethylase 4C;;;;;
ENSRNOG00000006645;Ryr3;2397.034018;1.295316181;0.373304296;0.294530211;1.267456722;0.204992029;0.998987911;ryanodine receptor 3;;;;;
ENSRNOG00000006646;Vopp1;4809.925936;0.9414833;-0.08699259;0.167318736;-0.519921389;0.603118367;0.998987911;VOPP1 WW domain binding protein;;;;;
ENSRNOG00000006649;Thrb;8436.094126;0.982651908;-0.025247644;0.128555412;-0.196395027;0.844300988;0.998987911;thyroid hormone receptor beta;;;;;
ENSRNOG00000006652;Ddx1;5147.655923;1.017163664;0.02455183;0.175847905;0.139619693;0.888960481;0.998987911;DEAD-box helicase 1;;;;;
ENSRNOG00000006653;Slc38a4;30.99332601;1.355557139;0.438885927;0.386473675;1.135616614;0.256117053;0.998987911;solute carrier family 38; member 4;;;;
ENSRNOG00000006655;Plrg1;1067.831127;1.015701081;0.022475882;0.126049381;0.178310136;0.858479419;0.998987911;pleiotropic regulator 1;;;;;
ENSRNOG00000006658;Tmem269;7.745267706;1.219089575;0.285804135;0.615374533;0.464439329;0.642333018;0.998987911;transmembrane protein 269;;;;;
ENSRNOG00000006661;Rad51c;77.04724456;1.08821992;0.121970143;0.180244186;0.676693909;0.498600182;0.998987911;RAD51 paralog C;;;;;
ENSRNOG00000006663;Usp2;1198.083037;0.877851192;-0.187951691;0.09845748;-1.908963055;0.056266858;0.998987911;ubiquitin specific peptidase 2;;;;;
ENSRNOG00000006670;Rai2;330.1807048;0.951279083;-0.072059439;0.131193287;-0.549261636;0.582825911;0.998987911;retinoic acid induced 2;;;;;
ENSRNOG00000006674;Rflnb;53.45037796;0.934835581;-0.097215449;0.256130819;-0.379553889;0.704276595;0.998987911;refilin B;;;;;
ENSRNOG00000006681;Rdh10;300.4884166;1.101147619;0.139007888;0.14487999;0.959469202;0.337322428;0.998987911;retinol dehydrogenase 10;;;;;
ENSRNOG00000006684;Zfp317;1352.596703;0.924408173;-0.11339808;0.095247681;-1.19056001;0.233826359;0.998987911;zinc finger protein 317;;;;;
ENSRNOG00000006689;Chd7;1045.22974;1.226510944;0.294560106;0.184831632;1.593667182;0.111010599;0.998987911;chromodomain helicase DNA binding protein 7;;;;;
ENSRNOG00000006695;Rbck1;1631.292099;0.915492492;-0.12738004;0.186663997;-0.682402833;0.494984265;0.998987911;RANBP2-type and C3HC4-type zinc finger containing 1;;;;;
ENSRNOG00000006697;Pip4p2;2562.517983;1.023535607;0.033561293;0.102618011;0.327050701;0.743629538;0.998987911;phosphatidylinositol-4;5-bisphosphate 4-phosphatase 2;;;;
ENSRNOG00000006698;Rab33a;445.8932889;1.056775012;0.079668259;0.137549763;0.579195901;0.562456997;0.998987911;RAB33A; member RAS oncogene family;;;;
ENSRNOG00000006699;Mlh3;941.3949349;1.076655163;0.106556249;0.095812612;1.112131761;0.266081502;0.998987911;mutL homolog 3;;;;;
ENSRNOG00000006700;Ntaq1;553.6908042;0.908860193;-0.137869708;0.182211848;-0.756645133;0.449262494;0.998987911;N-terminal glutamine amidase 1;;;;;
ENSRNOG00000006703;Zfp398;1079.773842;1.122494285;0.1667081;0.117042611;1.42433682;0.154348994;0.998987911;zinc finger protein 398;;;;;
ENSRNOG00000006705;Mkks;770.5734068;1.003099763;0.004465096;0.136553675;0.032698466;0.973915047;0.998987911;MKKS centrosomal shuttling protein;;;;;
